date,rating,review
"Jul 30, 2021",2.0,"Hard Work Consistent pay and benefits. Local employer, lots of good people. Guaranteed vacation time twice a tear for scheduling.Very hard repetitive work. Not enough job shopping between shops with better (I.e.) safer positions on your body in the long run. Shift work is tough. Quality is number 1. (Oh excuse me safety). Some people never develop any type of have problems with this type of work and have great careers. Learn quickly before you get settled."
"Jul 18, 2021",1.0,"Another review touting bad managerment Benefits and office perks.Toyota brand name on CV.Very political environment.For a company that thinks it's out in front with its ""values"", I'm shocked at how disrespectful people are to one another. Seems like the higher up you go in people you deal with, the poorer you'll be treated. The Senior Managers I experienced are unorganized, don't understand their business areas, and are otherwise incompetent. But because they work for Toyota they thing they are the best there is.Promotions appear to have been made on groupthink than competency.  It's a country club. Bad leaders surround themselves with more bad leaders because it's what they know.Decisions are made slowly and to personal whims instead of what's best for the company. It's not an efficient environment to work in at all. Plano is not the same as the Toyota manufacturing excellence you hear about.If during the work you're trying to accomplish you go against the gain, retribution is a definitely an outcome."
"Nov 4, 2021",3.0,"Toyota is good Stable environment, Not much challenging.No Growth possible. But the work is nice."
"Oct 31, 2021",2.0,Goo Safe environment to work safe safe safeLong hours little pay pay pay pay
"Sep 27, 2021",4.0,Very secure and comfortable place to work Secure job position with good benefitsLower pay compared to other OEM's
"Sep 12, 2021",1.0,"Not a place to advance unless you are African American or Female or some Higher ups friend None, unless you are African American, Hispanic, or female. No care for Native Americans or Whites.No life due to constant travel low pay and no care for merit, experience or work ethic.Advancement based on buddy system or racial / gender addon ( if you check a box that shows the company diversifies or caters to gender equality you get promoted or if you are in the buddy system) Merit, knowledge, experience or work ethic is not recognized when hiring or promoting"
"Sep 29, 2021",4.0,It good It’s good is all I can sayI have nothing bad to say
"Sep 24, 2021",5.0,Work life Good Pay Good opportunity Good work life Balance. Good Peoplecan get a bad Supervisor and ruin the job.
"Sep 29, 2021",4.0,"Cashier Was good made some friends, flexibleLate nights and miscommunication for different stores"
"Sep 15, 2021",4.0,Good place to work Great pay and benefits. There is always something to learn and most people are good work associates.Dupont shift requiring change between days and nights every 34 days
"Jan 28, 2021",3.0,"It's ok. Not as great as it used to be. Good name on a resume. Nice people. Diverse. Great products and they respect the customer.During and shortly after it moved to Texas, Toyota lost a vast majority of its quality leaders and large numbers of talented employees chose not to move.. Employees became a ""commodity"" and the culture that made the place great was lost with so many new people. So much historical knowledge and competencies were lost as hundreds and hundreds of new people were trying to establish themselves and navigate their new jobs. Benefits were cut significantly, but somehow, people at the top still act as though Toyota offers so much to its employees. But benefits are better at a lot of other Fortune 500s. Also, the culture became more conservative now that it's in Texas."
"Aug 11, 2021",4.0,Long-term job Great benefits and ability to work from home. Challenging work which can be rewarding.Workload can be imbalanced as the high performers will get overloaded with responsibilities. There is still an atmosphere of not getting rid of lower performing associates.
"Sep 28, 2021",3.0,"Overworked & Lack Diversity Benefits (Medical, Dental, Vision, 401k)The cultural lacks professionalism, diversity at all levels, ethics and merit based on experience and knowledge. Work employees like 3rd world country with benefits."
"Sep 22, 2021",3.0,"It’s okay You get a discounts with working on YOUR car.Racist, very company base with their workers. I remember having a stomach flu and boss told me to get a doctors note. Didn’t have the money to pay the emergency bill that came after. He was upset. Very low pay for the amount of work you do if you’re doing physical labor. They favorite."
"Sep 21, 2021",5.0,Good company Great projects with all the teamStress sometimes with pressure of success
"Aug 24, 2021",5.0,"Great people, strong culture Culture  respect for people and continuous improvement. Hard to beat!Compensation  above average pay and OT for engineersBig company, things move slow. Like anywhere else, can find tough managers or groups, but generally less often here."
"Sep 14, 2021",4.0,"Outstanding brand Outstanding brand, everything is about protecting the brand and doing right by the customer.The pace of business can be excruciatingly slow."
"Oct 28, 2021",1.0,You only get hired if you know someone. None because their testing for hiring methods are flawed.They miss out on a lot of good employees because of their flawed hiring methods.
"Aug 20, 2021",5.0,"Great company to work for. Best benefits, great facilities, great leadership. A lot of new things to learn for employees at all levels. Work hours are flexibleInternal Processes are too rigid. More flexibility is required. Some projects have too many people that may slow down the projects."
"Sep 17, 2021",5.0,Production team member Good pay for the work you doRotation a lot of overtime
"Sep 17, 2021",4.0,Toyota They have great benefits hereYou either work a ton of overtime or none at all
"Sep 15, 2021",5.0,Strong Stable Company Excellent benefits Great culture Excellent brand recognitionSlow communicationManagement is slow to make decisions
"Sep 15, 2021",4.0,Car Sales great pros and bonuses for allno cons that i can think of
"Sep 16, 2021",5.0,Great All great place to workNone its a great place
"Sep 10, 2021",4.0,"Company with compassion for employees Lots of differenct business areas to explorePromotion opportunities are rare, take a long time."
"Oct 5, 2021",3.0,"Pay and benefits good, schedule and overtime not so good. Good place to start a career.Schedule is terrible. Swing shift is an awful idea but Toyota is convinced that it’s the way to go. (2 weeks days 2 weeks nights)"
"Aug 3, 2021",4.0,"UI developer job offers creativity and to think outside the box. sharing and collaboration is great for knowledge enhancement and to training junior developers.This job series is very competitive; take advantage of as many opportunities to stay advantage. Other fields are slowly coming to the for front so you may need to learn additional skills, abilities and knowledge"
"Aug 30, 2021",5.0,"Great benefits are pay. Benefits and pay, time off.They are perfect.  Nothing disparaging to say."
"Sep 7, 2021",4.0,Good benefits low pay Good benefits that keep you trapped therePay does not match experience
"Sep 8, 2021",4.0,"Good company Good work life balance good moneyDeadlines can be crushing sometimes, but otherwise fine"
"Oct 24, 2021",1.0,Good Company if you are permanent Great stability if you are an direct hire.Build Good connectionsTo many vendors competing for work which results in heavy blockages and secrets horrible
"Sep 2, 2021",5.0,"Great Company Great people, great growth potential, great benefitsThey could pay more for salary."
"Sep 1, 2021",5.0,Great place to work Pay is goodTreatment is fairBenefits are goodSometimes hard to achieve a work life balance
"Sep 4, 2021",4.0,Great company Medical benefits are topclass in the industrySlow moving and lack of leadership transparency
"Sep 1, 2021",5.0,"Good Company to work for. Customer focused, work life balance focused, career autonomy.Tuition reimbursement could be higher."
"Aug 23, 2021",5.0,"Great company Great benefits and work cultureNot many, some positions require long hours and weekends."
"Jul 15, 2021",4.0,"Salary is good but still not the best good work life balance, benefits are goodLeadership is poor esp in BI/DnA. Managers bring in their own people from previous companies, people inside are not given opportunities to grow. Promotions are rare. Scrum master does not know how to create a jira board, person was hired through a personal network, what a shame"
"Aug 12, 2021",4.0,"Excellent place to work Toyota North America is a great place to work. They value and respect everyone. It is a core guiding principle.Prior to CoVid, Toyota had a firm inperson requirement, now they have been more flexible with remote working."
"Aug 27, 2021",5.0,Great I love this company so muchI do not have any cons for this company
"Aug 26, 2021",4.0,"Stable employment Good pay, good benefits, opportunities for leadership.Long hours, low staffing, high expectations."
"Jul 24, 2021",4.0,Toyota North America Respect for peopleChange and constant improvement is encouragedReasonable work life balanceAgile base and adoption of factory modelRelationships play an important role on organization's operationVery difficult to growSalary below competitors
"Aug 13, 2021",5.0,Great co-op experience Worked with a helpful team that gave real engineering work for me to completeBiggest downside is that Georgetown Kentucky as a city is really small
"Aug 26, 2021",5.0,Accounting Working with lots of smart people.Very fast pace and long hours.
"Oct 7, 2021",3.0,good pay the only pro is the payeverything else is a con
"Jul 16, 2021",3.0,"Few will enjoy this work life unbalance Not really many pros. You can make a lot of money if you really slave for it but nothing is guaranteed.if you like long work days, meeting a specific quota for job security no matter if traffic is in your control or not, and like to have to work on your day off this would fit you"
"Aug 8, 2021",4.0,"n/a really cool people that work there. positive vibe every day.there can be lots of down time, so must find ways to look busy."
"Aug 19, 2021",5.0,"Very Nice Company to Work with Innovative, Inclusive, Motivating, Nurturing, AutonomousBetter to have Japanese thinking"
"Oct 22, 2021",1.0,Don’t do it None I can think ofMany. Very uncomfortable work conditions
"Aug 9, 2021",5.0,great company to work for have a lot of freedom and flexibilityoften required to start as contractor
"Jul 23, 2021",5.0,Great Supportive Environment Great environment that allows for growth. Everyone is willing to help you out and answer questions.Huge company so if you aren't making an effort you can disappear.
"Aug 9, 2021",4.0,Good Good place to work part time.There is no personal time.
"Sep 21, 2021",3.0,Used to be good Decent pay and benefits.keeps you workinNot the same place from years ago. Removed a lot of incentives
"Jul 26, 2021",5.0,Amazing Company to work for!!! Mr. Hendrick and his passion for his EmployeesNot one single problem or con
"Aug 4, 2021",4.0,Low Starting Pay Overtime and good team environment.Not enough time in training period.
"Jul 24, 2021",5.0,Great work/life balance Great work life balance & collaborative team environment.Traditional organizational structure with longterm employees makes it difficult to climb the ladder.
"Jul 18, 2021",4.0,"Great Place to Work Pay, Benefits, Company Culture, People, and PerksNot many, certain people can make this great plan a nightmare. Hopefully you don’t end up working for any of them."
"Sep 19, 2021",3.0,"review Nice car, but could be nicerNot electrical, I guess there is a hybrid option? Where is full electrical?"
"Oct 7, 2021",1.0,"Cheap is Cheap Stable Employment, Good benefits, food on campusNo vision, everything has to be made as cheap as possible. Poor management."
"Apr 16, 2021",5.0,"Great company Leaders make an effort to embody the company values, they aren't just words printed on banners. Most leaders understand the importance of schedule flexibility so you can have a healthier work/life balance. The benefits and perks are great.Sometimes corporate structure is disorganized and scattered, you have to inherently know who the right product owners are and loop them in when working on a project, otherwise you may end up isolated and take on most of the work by yourself."
"Jul 17, 2021",5.0,"Love this job! Good pay, excellent benefits, nice work environmentsome of the work can be very repetitive, mandatory overtime depending on business needs"
"Sep 8, 2021",3.0,"Good place to work with no family. Great health and dental benefits, good 401k, opportunities for advancement.No work/life balance and 2 week rotating shifts of nights and days."
"Jul 21, 2021",4.0,"Great place to work! great team, great hours, great experience!there are no cons I can think of."
"Jul 18, 2021",4.0,"Okay, unless your management is bad Good Benefits, Nice workspaces, job securitySlow decision making, management not receptive to younger generations"
"Jul 21, 2021",4.0,"Good benefits and Job safety Amazing Benefits, respect for peopleWork can sometimes be very stressful"
"Jul 8, 2021",4.0,Good Place to Work Benefits and job security are good.Work from home policy limits to 100 miles hope they change that.
"Jul 19, 2021",4.0,facility manager very good benefits and great co workersvery big company not so personal
"Jun 28, 2021",4.0,Great Company Family Focused and an excellent teamWork life balance can be tough at times
"Jul 6, 2021",5.0,"Best Company Ever Respect for People; Integrity, Will take care of you for life.Limited growth; Narrow bands for management"
"Jun 30, 2021",4.0,Great place to grow! Opportunities for training & advancing knowledge of company & processes.IT systems have not had the proper attention to funding or infrastructure maintenance/improvements.
"Aug 28, 2021",3.0,Tmmtx Benefits and bonuses when hired onWorking a lot of hours and rotating shifts
"Jul 3, 2021",5.0,"Great Product Product is east to sell, make a great living,Many hours of work, work life balance"
"Jul 10, 2021",5.0,Toyota Awesome work environment and leadershipI do no have any cons
"May 18, 2021",5.0,"Good Company to work with Good camaraderie with employees and the upper management. Lots of perks and the benefits are very good. work is enjoyable and the employees are treated with respect and being valuedThey decided to relocate to another states. This made a lot of employees broken hearted., a lot of dreams shattered because we love working at tfs."
"May 30, 2021",3.0,"IT division (aka IDS) desperately needs to clean house, but the company overall is good place to work Large company so there's broad range of growth opportunities. It isn't cutthroat. Some of the topdown principles that stem from home office in Japan are impressive  for example, in times of trouble, layoffs of fulltime employees are the absolute last measure considered, rather than the first.IT division in sorry state of affairs. Attempting to transition to Agile, but upper mgt has not adapted, and shows no signs of getting there. The CIO's messaging is that the Agile transition is completed and a success (he’s advertised as much on externally in places like LinkedIn) with ""new, innovative approaches such as having 2 Product Owners for each scrum team, and defining a BSA/QA hybrid role within each scrum development team."" But this is fooling nobody; everyone inside and outside the company knows these things are antithetical to Agile and represent a failure to adopt properly.In fact, CIO relationship with his division is limited to propaganda. For example, there have been at least two failures of massive IT initiatives in the past few years, and there has been no acknowledgement of the failure, let alone communication on how it happened and what upper mgt will do to prevent in future. The CIO hosts 'Town Hall' sessions that do not meet any definition of a Town Hall. i.e. most of it is scripted, and the limited Q&A that is not scripted will only allow questions submitted through instant message, which are screened so no controversial or substantive questions get answered or even shown.Most concerning is that the past 12 months has seen enormous reduction in IT contractor staff, while simultaneously increasing the number and complexity of initiatives. The division has nearly been cut in half. The rationale seems to have been that converting 2 contractor headcount to 1 fulltime headcount will more than double productivity. Needless to say, that has not happened. Combine all of this with attempts to prioritize work in Waterfall fashion, poorly and whilst spinning about any time someone says “squirrel” – the conclusion is upper mgt has everyone’s ends frayed."
"May 6, 2021",4.0,"Fantastic job, lot of OT This is one of the best jobs a person without a degree can have. Union, some of the best benefits in the state, and great pay for the work you do. No stress here.Unfortunately, you will spend a lot of time here, many 10 hour shifts and a deal of saturdays as well. Management needs some work, but doesn’t it everywhere?"
"Jul 5, 2021",4.0,"Summer Internship Nice people, free lunch on fridaysNo time for breaks, monotonous"
"Jul 6, 2021",4.0,company review Good work life balancecharitable organizationPay not on par with industry
"Aug 18, 2021",3.0,"Nice Company - Bad Pay Kind culture, good transparency in policies, sells good productsVery low pay compared to competitors, very little opportunity for upward mobility"
"Jun 30, 2021",5.0,Good place to work Pay was really really greatNothing was bad at all.
"May 25, 2021",5.0,"It was an amazing experience. There many resources available to the students and it was very organized. High salary, very organized, many other interns are with you but in various other departments, you make a lot of friendsThe research and development facility is located in Ann Arbor, Michigan"
"May 16, 2021",4.0,"Excellent Company Unparalleled company ethics, inclusivity, continuous improvement, and stabilityAccounting function can do better to shape the future as opposed to react to issues that arise. The group has become expert at reacting/responding/adapting instead of thinking ahead of issues (just implemented new ERP system, and there is currently a ton of room for forward thinking)"
"Jun 10, 2021",5.0,Good Company Lots of potential to grow here. Full time employees get great benefits.As an Intern I don't get any benefits or a decent pay. I am getting underpaid as an intern.
"Jun 1, 2021",4.0,"Great company Great people, good salary and benefits, company respects its people and provides a great work environmentCompany is great so team members stay for a long amount of time. This limits growth opportunities"
"Jun 3, 2021",5.0,"Best Automaker Great company, great benefits, amazing people. It's nice to work for a company that is always improving and puts employees first.With various white collar positions, it is a desk job and not very hands on."
"May 12, 2021",5.0,"Great company, great product. Many different opportunities to grow in your career.Some areas, especially in IT are understaffed and the core group of employees is overworked as a result. Ratio of outsourced to employee is too high to maintain complete control"
"Jul 14, 2021",2.0,"Wait, you guys get a life outside work? I like the people on my team.Crazy workload, but they never want to hire anyone else to help balance it out. They would also implode before they give anyone a decent raise."
"Jun 21, 2021",5.0,Benefits and salary Day shift make a lot of moneyWork 6 to 7 days a week
"May 10, 2021",4.0,"Great company with solid business outlook and fundamentals Good working environment, culture and respect for peopleCompany is changing its original culture and direction. Only time will tell what the end results will be."
"Jul 22, 2021",2.0,"You'll do well if you agree with your bosses and smile customer focus, job security, mostly good peoplemanagement only rewards the yesmen"
"Jun 15, 2021",5.0,"Great Company Great company, Benefits, Working environment is fast paced.Working environment is fast paced, you have to keep up."
"Jun 18, 2021",5.0,Toyota It is very diverse and funNot a whole lot of women but growing numbers
"May 11, 2021",3.0,"Agency Employee Beautiful campus with lots of amenities (great lunch options, gym, pharmacy, bank, doctors office)Diverse workforce (Asian, African American, Indian, Women, LGBTQ, Hispanic) and their are great organizations that you can joinBrand recognition. Toyota/Lexus looks great on a resume.As an agency employee that spends majority of my time at the corporate office (preCovid), I think I have a pretty strong perspective.It's extremely hard to move up. People stay in the same roles for 520+ years. You will likely not move up unless someone leaves and unfortunately, people stay in their roles for their entire career, doing the bare minimum but Toyota isn't the type of company to fire people so they know that they're safe and can just ride the wave. It will take you YEARS and YEARS to get a promotion, no matter how hard you work. Yes, there are raises every once in a while (maybe between every1218 months), but who wants to keep doing the same exact work in the same position for 6+ years, raise or not?Japanese culture doesn't have the best worklife balance and everything is always a fire drill. Agencies and contractors need to pump out report after report. They truly treat us like slaves. 1day reports, 3day reports, 10day reports, 15day reports, 30day report. And rarely a thank you or ""I appreciate your hard work."" I'm pretty sure they don't even read them! Just unnecessary work at all times for no rewards. Because of the semitoxic culture, every single corporate employee that I work with seems to have a bit (or a lot) of anxiety. They're always nervous, always rushing, unnecessarily demanding, never having a backbone towards other teams or anyone more senior, always on edge, always kissing a** with other departments. They also very rarely take PTO (awful PTO plan) but it's clear that they all need a break. Also, because a lot of the business works with agencies and contractors, I've found that many of the corporate employees aren't very skilled  they just work as middlemen or babysitters between agencies and contractors and other internal departments. This can be frustrating to have lowerlevel corporate employees trying to approve agency/contractor work but lack experience to do so. They also don't have the best respect, trust, or outlook towards agencies/contractors and treat us as such. We're the ones doing all the work, bending over backward to please you, only for you to get all the credit without even saying thanks! Give us the respect that we deserve! You're no better than us because you work for corporate. Most of us have much stronger work experience than you do and trust us, we don't want in that environment, always being stressed and anxious to the max. Agency / contractor life and culture is ions better."
"May 26, 2021",4.0,"If they paid more and travel less, this job would be perfect Move quickly in the company and get to learn the businessToo much is put on our roles and we are paid below industry average"
"Jun 17, 2021",5.0,Good Company Great working environment to be inNot enough room for growth within the company
"Jun 19, 2021",5.0,Okay Family atmosphere and some are nice.Leadership does not listen. Customers abuse employees.
"Apr 24, 2021",5.0,"Great pl lace to work with a few  downfalls Pay, good work atmosphere, good vacation for a manufacture move earned, plenty of overtimeHard on the body, too much overtime at times"
"May 14, 2021",5.0,Good company to work for. The benefits are great. Team Members get time off with pay twice a year (in addition to their PTO) without penaltyTeam Members have to rotate shifts every two weeks. Two week¹s on days and two weeks on nights
"Jun 11, 2021",4.0,"Good Business Stable Company good pay, benefits, training, growth, vacation dayssometimes demanding work load but depending on manager"
"Jul 24, 2021",1.0,Not good Pay was decent although raises didn't keep up with inflation.Benefits were good but out of pocket increased every yearLong hours with no end in sight.Overtime could be prevented if management would plan better. Basically if you don't care how you get treated and are just worried about a paycheck this is your type of place
"Jun 7, 2021",5.0,"Commitment to continuous improvement Safety, Pay and Benefits, Culture, Stability, Customer CommitmentThere really aren't any that come to mind."
"May 10, 2021",4.0,Great Company to Work for Great Benefits Respect for their employees. Always giving people opportunities to correct their mistakes and self improve. Great people and atmosphere. Great pay and flexible work schedule.Work load. High burden and responsibilities.
"Jun 11, 2021",4.0,Good Organization to work for Respect for people. Good work cultureNo cons to describe as such
"Jul 27, 2021",2.0,TMMK Pay is better than most temp services. Communication is good.Takes atleast 3 years to be considered for hiring full time. Mandatory overtime almost every night.
"Jun 9, 2021",5.0,headline good working environment and enjoyable place to workunder staffed in for as many projects
"Apr 12, 2021",5.0,Great benefits and stability The pandemic has shed light on just how stable it is to work for Toyota. Very good benefits including 401K/pension contributions and medical/dental. Work from home as Engineer is depending on job scope but overall they are getting more flexible and definitely made a lot of changes to make our workplace as safe as possible.It's hard to get promoted.
"May 24, 2021",5.0,"Great company to work for Great benefits, pay, and vehicle lease programAfter 2015 no Toyota Pension for newly hired team members. Matched 401k i still offered though."
"May 21, 2021",4.0,Finance is hard Volume there is not a shortage of customersHours evening an weekends. Not for the faint of heart.
"Jul 19, 2021",3.0,Rough hours Pay is solid and people are generally niceRotating shift and overly Strict attendance policy
"Jun 1, 2021",4.0,"Great Brand, Good Company You will always have a jobInability to advance in career"
"Jun 7, 2021",5.0,"Great Company Great people, challenging work, rewardingLong hours, lots of responsibility,"
"May 21, 2021",4.0,"Good co-op experience High pay, opportunity to work on a lot of projectsgot boring torwards the end of the summer  afraid to ask for time off"
"Mar 15, 2021",4.0,"Great Company Respect for People is a core philosophy. Good benefits, decent pay, workplace that is continuously looking for ways to improve. Good people. Trust that the company will do the right thing. Quality products that you can stand behind.Region offices have many positions where you have to travel quite a bit. If you are in a region office, there is a ceiling where you have to relocate if you want to advance your career. Frequent leadership changes, some better than others."
"Jun 2, 2021",5.0,Good company to work with. Good company to work with.None comes to mind for now.
"Jun 3, 2021",4.0,Sales We areGiven multiple bonuses during the weekendsToo many hours and no life work balance
"Jun 2, 2021",5.0,Alright place. Money is fantastic Bonuses are greatNo Balanced lifeExpected to work al ot
"Jun 5, 2021",4.0,toyota good people and env and free foodbad env and busy env
"Jun 30, 2021",1.0,"Horrible company culture and bad moral None that were apparent to me.The company's management treat the outside contractors horribly. Myself and my fellow contractors, where treated poorly and the middle management constantly hired and fired the contractors with no heads up as to the expectations of the positions they held or the projects that the contractors worked on. Very bad moral as a result."
"Jun 4, 2021",4.0,Good Company Pays well. Has good benefits.Wants people to move too much.
"Jun 5, 2021",4.0,Its ok Company is organized very wellYou do feel under pay
"May 11, 2021",4.0,"Great place to work Before moving to Texas was a great place to work. Pay, job security, flexible scheduleCompany has changed since the move to Texas, not what it used to be."
"Mar 25, 2021",5.0,Great Place to work If you are willing to learn this is the place to work. The management and staff is really dedicated to your growth at this company. The work life balance is also a plus they understand that life happnes.Due to seniority and sometimes culture its hard to get promoted. Expect to be at your current level for at least 4 to 5 years before a promotion.
"Jul 5, 2021",3.0,"Great place to work but rotation shift isn't for everyone great paygreat benefitsgood peopleoverall a good company for a single, divorced or person without a family.rotation shiftfastpaced work environmentsafety first isn't real"
"Apr 29, 2021",5.0,Amazing Much freedom. Two off days each week. Amazing management team overall fun work environment.Selling is very important. Your pay will vary based on how much you sell
"Jul 20, 2021",2.0,Bad Management Good Pay and Benefits packageProduction is most important.Lack of concern about team member issues
"May 18, 2021",4.0,"Stable and Easy Work was easy and stable.Work was not challenging. This was not a ""career path"" position in the company."
"May 23, 2021",4.0,Good company It is a good company to work for.It is a large company to work for.
"Mar 25, 2021",4.0,Great but... Toyota overall is fantastic. Compensation and benefits are nearly unmatched.R&D ann arbor is an afterthought and reflects barely any of toyotas structural qualities as a company.
"Jun 11, 2021",1.0,Napck is about as non Toyota as possible Paid weekly with yearly wage evaluations*58 hour required 6 day work weeks are  consistent with this position as of the moment  Sunday overtime is optional. *10 to 15 year waiting list to make it to day shift.*Even though wages are reviewed pay growth is  very low. *No Job development at all
"May 21, 2021",5.0,Great place to work They care about the peopleMy position has extensive travel
"May 19, 2021",4.0,Great company attentive collaborative all around good peoplelong hours and not a lot of pay
"May 8, 2021",4.0,Experience It was the best place to push your ability and take your career to the next level.It was too short of an experience.
"May 20, 2021",4.0,fine good compensation for the workthey are behind of system updates
"Apr 13, 2021",4.0,Solid Company Respect for people is important throughout the company. Great amenities on campus.Difficult to get things done because you have to gain agreement from so many people. TMC has a strong hand in discussion making on the NA side and that creates delays.
"May 23, 2021",4.0,G Good training for everyone thereHours can be long sometimes
"May 17, 2021",5.0,Always busy Great work environment. Good atmosphere.Always busy. Which is actually good.
"May 9, 2021",2.0,"It's a job The pay is good and so is the work life balance.Diversity is a joke yet they still try and portray to the rest of the world that they are fair. There are quite a few minorities working there, but they will rarely promote the existing minorities and are failing miserably."
"Jun 28, 2021",3.0,It’s okay Cool coworkersGet to work on carsHands on training when it isn’t busyLots of parking for customer carsTools providedRepetitiveAse heavy doesn’t matter about experience.Easy to get firedMixed schedule.Management.Some coworkers are lazy.No employee parking for techs.
"Mar 25, 2021",3.0,Can Toyota focus more on business talk and less on socially hip 'injustice'? Predictably solid company that inspires confidence that my efforts can contribute to the company's success. Toyota consistently gains market share from competitors whenever the economy takes a dive.Diversity & Inclusion announcements conveniently exclude social inequities relating to Caucasians of European descent.
