,Date,Rating,ReviewText
11,"October 26, 2021",1,"Coworkers are great but Management is sketchy and unsupportive Working here was always being Micromanaged by supervisors and had a lack of belonging. If you ever had to call out sick or ask for vacation time it was always frowned upon. Even if by some miracle you got approved they would make you feel almost guilty. If you work hard and above and beyond expectation, they don't appreciate it. The only thing that made working here tolerable was the outgoing salespeople."
12,"October 24, 2021",1,"Repetitive manual labor that will break your body down Toyota on the outside, loves the community. Their name pops up and their logo is everywhere. They give thousands to the community. Paid Millions to have the Trash Pandas stadium named Toyota stadium. But the bonuses that are part of your yearly wages have gotten smaller and smaller each year. It’s so small, it’s sad. You will NEVER get used to the 2 week swing shift schedule. It will take years off your life and you will HALF of your families lives. Promotions are easy. All you have to do is put your time in and pass a test on computer. That person is promoted even if they’re not qualified. Even if they can’t run as many stations as a regular team member. People love the title but have no place in a leadership role. That goes for Team Leads, Group Leads and AM’s. Quality issues are examined and studied and parts are put on hold. But somehow always get released and approved even if they don’t meet criteria. Quality over quantity does not exist. Upper management makes poor decisions when it comes to the safety of all team members when weather conditions are bad. Your sick time is part of your PTO. They are so short handed because so many team members are out on medical leave. So apparently that’s easy to get approved as well. People are gone for months at a time or 2-3 days a week. While lines are left short handed and management pulls team members from other lines to get that number. You may only get 5 mins of training. Yet, another quality issue! Be careful when choosing to work for a company of this size. Your eyes will be opened."
13,"October 23, 2021",3,Its ok .  No room for improvement or growth within the company.  Temps being brought in and spit out every few months .  Management was ok for the most part . Wouldn't go in expecting to be there long . 
14,"October 23, 2021",5,"Good place to work  Fun place to work when busy. Slowed down while I was there but that was more the economy than the place of business. Potential to make a lot of money or nothing, just depends on how hard you work."
15,"October 21, 2021",5,"Great Work Environment Awesome work environment and very good, was very happy there and it was nice to be there and it was good to be there and very good and so forth and so it is said."
16,"October 21, 2021",3,Unorganized environment  The salary is low and you will be working on a comission structure. Upper management can't make a decision and will always be changing rules. They will make you feel like trash if you're not going in to work extra time on your days off. The owner will tow employee's vehicles if they are not parked all the way to the back of the lot (very dangerous for those who work night shifts because the parking lot is pretty dark)
17,"October 19, 2021",1,technology uncertainty with the management team led to poor decisionsnoisy environmentdifficult managers were trying to force decisions on the rank and file and led to friction
18,"October 19, 2021",3,Good pay but terrible work schedule. The pay and benefits at Toyota is very good. The work schedule however is awful. You have two weeks on days then two weeks on nights. It makes it so that you never feel good.
19,"October 18, 2021",5,great company Great company. Great people to work for. Employees are treated with respect. Much room for advancement within the company. Even the customers are wonderful. 
20,"October 17, 2021",3,All about the money Toyota is one of the wealthiest companies in the world. They do this by having an eight year grow in to achieve top pay. Over the last 15 years my insurance has skyrocketed; pay doesn’t keep up with inflation. Turnover is absurd! When a company of Toyotas stature pays recruiting bonuses there is a problem. It’s all about the numbers. You never know when you will leave. I advise to look elsewhere; much easier jobs for similar money
21,"November 17, 2020",5,Awesome workplace  I enjoy my job at Toyota. It is a great opportunity to work with great people and meet new clients.  You are free to work hard and get your job done I would recommend. 
22,"October 16, 2021",5,"Great company and manufacture.  Loved working for Toyota. Amazing company, great  reliable vehicles. So easy to learn all their products and systems. Hands down the best car manufacturer around. "
23,"October 14, 2021",1,Bad workplace The pay is very good but the management doesn’t really care about you if you have a wedding be prepared to miss it if you have family going advance be prepared to miss that as well
24,"October 13, 2021",4,"Faced paced Dealership If you like to work faced paced and wanna show off your skills and knowledge, then go for it. company will send employees to get trained at Toyotas top notch training facilities. "
25,"October 10, 2021",2,Terrible management This place will steal your soul...you are nothing but a number to them. And manager will throw you under the bus..if it was a good place to work the turnover rate wouldn't be what it is..and they have trouble getting new people in the door
26,"October 9, 2021",2,"It’s above average for a car dealership  The pay plan changes every few years, lots of long hours including nights & weekends. Management can be negative. Great location, customers & product. "
27,"October 6, 2021",5,"Good place to work Great place to work for anybody, advancement options although they can have some favoritism. Cheap breakfast and lunch. Management is great no complaints."
28,"October 4, 2021",1,Management doesn't care about their employees  Management doesn't care about their employees. You are not treated as a human being but just as a  employee number. I had a complaint that I wanted to speak to the G.M. of the dealership & I was told he was busy in a meeting & couldn't speak with me about it. I could clearly see in his office that he wasn't in a meeting & just didn't care to speak with me as a customer having a complaint. I will NEVER EVER give this dealership any of my hard earned money & would warn people to STAY AWAY !  
29,"October 3, 2021",1,"Unorganized management In certain departments I was under payed, no bonus for extra skilled work completed. No benefits were offered. I worked outside in the heat and no water was offered. Not worth the time if you are planning to live comfortably. Management does not tell you important things related or happening within company. For example after a covid outbreak..certain employees were not made aware(including myself). No PPP offered and mask mandates are not properly followed."
30,"October 3, 2021",1,"Terrible atmosphere  Terrible place to work the general manager does not know how to treat sales people. Poor pay they make you work 50-60 hours  , does not support sales people "
31,"October 1, 2021",1,Worst dealership in the industry  Rude staff from the team to the managers. Horrible pay. So let commission with ZERO flat rate like most dealers. Numbers that must be met are way higher and demanding then any dealer I’ve worked for. The management is SO rude. They treat u like dirt. Micro manage the life out of you. Shifts are way longer then 10 hours. But the worse is how they treat u.  I’d rather be broke and homeless then employed by them.  Good riddance 
32,"September 30, 2021",2,"Writers can sell, even stuff customers dont need.. but lots of freedom and great place to start Typical shop politics you need to follow. Unspoken rules, if you anger a writer or deny work because youre busy, guess what? sh1t work the rest of the day, or no work. The freedom you have over yourself is nice and you arent really being supervised but you really need to be able to bow down and lick the writers boots because theyre the ones handing out work and you dont wanna be on their bad side. Management only cares about you if youre one of the top earners, very clear favorites."
33,"September 28, 2021",3,"Great money, but expect to work A LOT It’s pretty straight forward. I liked the money, but wow are they willing to treat you like absolute garbage. The GM’s are willing to yell at you and every threaten to fire you over simple mistakes. The work/life balance is harsh. You work at least 50 hours a week and they will ask you to work a lot more. In fairness, the more you work, the more opportunity to make A LOT of money you have. This is an environment where everyone is expected to put up big numbers. They do give you a decent amount of training, but be ready to do your own research/training at home. When I was there, my smallest check was around $3500 in a month. That’s with the absolutely terrible numbers. If you can talk to people, be excited doing it, and work a lot of hours, you can do this job. The money is worth it IMO. Only left due to personal reasons."
34,"September 28, 2021",5,"Love it here I am currently a receptionist but I’m switching over to sales because it’s more suited for what I’m going to school for, but I loved being a receptionist! The other receptionists are so warm and welcoming, and the management treated me like family. It was nice for me to do my school work (as long as I did my work too), and when things got hard in my personal life they were all there for me. They are very understanding with schedule conflicts and important issues. Definitely would recommend you work here. "
35,"September 27, 2021",5,"Good product, people, customer base, company, co-workers Enjoyed working with this orgination. They appear to want to do good buy there customers and employees. There reputation in the community appears to be solid. Good customer. Stong customet retention. Employee s have a good attitude. "
36,"September 26, 2021",2,"Stay away If you enjoy spending time with family.....then this is not the place for you. There's overtime but most likely they will tell you the day of, and expect you to stay with no regards to if you have kids or appointments and if you leave you get points. Huge seniority issue, even if you are a hard worker it doesn't matter...no one gets promoted into management, they encourage you to move outta state to their other locations for positions like those oh and training sucks.There way of training needs a huge remodel because they are obviously stuck wayyy back in time. Again this is for Toyota production warehouse not Toyota dealerships. They only good thing about working here is pay and benefits.Do people even buy Toyota's anymore? After working here I no I wouldn't."
37,"September 26, 2021",1,I felt very beat down most days . My immediate supervisor didn’t want to take the time and energy to train me. One of the owners was very cold and unfriendly. The sales & service people were awesome though. 
38,"September 24, 2021",1,"The pay does not equates with the job task  Most of the daily tasks were difficult to complete, and it is a fast pace assembly line work; it makes it very easy to make a mistake with the part selection. The weekly pay should be more."
39,"September 22, 2021",5,No flexibility It’s an ok job if you don’t want to have a life or if you consider work life. Benefits are great but if you have a family it’s a deal struggle. To make matters worse they don’t care that you have a family they just want to make money.
40,"September 22, 2021",2,Good job at the beginning but it’s like working a dead end job  The work itself isn’t hard whatsoever but management is horrible and very very immature and petty. The union isn’t very helpful benefits aren’t all that great either. 
41,"September 22, 2021",5,Great opportunity for people who want to work. If your a desk jockey this is not the place for you. Diversity in the work place. Great training and flexible hours. Your patience will pay off when its time to move up the ladder.
42,"November 17, 2020",5,Awesome workplace  I enjoy my job at Toyota. It is a great opportunity to work with great people and meet new clients.  You are free to work hard and get your job done I would recommend. 
43,"October 16, 2021",5,"Great company and manufacture.  Loved working for Toyota. Amazing company, great  reliable vehicles. So easy to learn all their products and systems. Hands down the best car manufacturer around. "
44,"October 14, 2021",1,Bad workplace The pay is very good but the management doesn’t really care about you if you have a wedding be prepared to miss it if you have family going advance be prepared to miss that as well
45,"October 13, 2021",4,"Faced paced Dealership If you like to work faced paced and wanna show off your skills and knowledge, then go for it. company will send employees to get trained at Toyotas top notch training facilities. "
46,"October 10, 2021",2,Terrible management This place will steal your soul...you are nothing but a number to them. And manager will throw you under the bus..if it was a good place to work the turnover rate wouldn't be what it is..and they have trouble getting new people in the door
47,"October 9, 2021",2,"It’s above average for a car dealership  The pay plan changes every few years, lots of long hours including nights & weekends. Management can be negative. Great location, customers & product. "
48,"October 6, 2021",5,"Good place to work Great place to work for anybody, advancement options although they can have some favoritism. Cheap breakfast and lunch. Management is great no complaints."
49,"October 4, 2021",1,Management doesn't care about their employees  Management doesn't care about their employees. You are not treated as a human being but just as a  employee number. I had a complaint that I wanted to speak to the G.M. of the dealership & I was told he was busy in a meeting & couldn't speak with me about it. I could clearly see in his office that he wasn't in a meeting & just didn't care to speak with me as a customer having a complaint. I will NEVER EVER give this dealership any of my hard earned money & would warn people to STAY AWAY !  
50,"October 3, 2021",1,"Unorganized management In certain departments I was under payed, no bonus for extra skilled work completed. No benefits were offered. I worked outside in the heat and no water was offered. Not worth the time if you are planning to live comfortably. Management does not tell you important things related or happening within company. For example after a covid outbreak..certain employees were not made aware(including myself). No PPP offered and mask mandates are not properly followed."
51,"October 3, 2021",1,"Terrible atmosphere  Terrible place to work the general manager does not know how to treat sales people. Poor pay they make you work 50-60 hours  , does not support sales people "
52,"October 1, 2021",1,Worst dealership in the industry  Rude staff from the team to the managers. Horrible pay. So let commission with ZERO flat rate like most dealers. Numbers that must be met are way higher and demanding then any dealer I’ve worked for. The management is SO rude. They treat u like dirt. Micro manage the life out of you. Shifts are way longer then 10 hours. But the worse is how they treat u.  I’d rather be broke and homeless then employed by them.  Good riddance 
53,"September 30, 2021",2,"Writers can sell, even stuff customers dont need.. but lots of freedom and great place to start Typical shop politics you need to follow. Unspoken rules, if you anger a writer or deny work because youre busy, guess what? sh1t work the rest of the day, or no work. The freedom you have over yourself is nice and you arent really being supervised but you really need to be able to bow down and lick the writers boots because theyre the ones handing out work and you dont wanna be on their bad side. Management only cares about you if youre one of the top earners, very clear favorites."
54,"September 28, 2021",3,"Great money, but expect to work A LOT It’s pretty straight forward. I liked the money, but wow are they willing to treat you like absolute garbage. The GM’s are willing to yell at you and every threaten to fire you over simple mistakes. The work/life balance is harsh. You work at least 50 hours a week and they will ask you to work a lot more. In fairness, the more you work, the more opportunity to make A LOT of money you have. This is an environment where everyone is expected to put up big numbers. They do give you a decent amount of training, but be ready to do your own research/training at home. When I was there, my smallest check was around $3500 in a month. That’s with the absolutely terrible numbers. If you can talk to people, be excited doing it, and work a lot of hours, you can do this job. The money is worth it IMO. Only left due to personal reasons."
55,"September 28, 2021",5,"Love it here I am currently a receptionist but I’m switching over to sales because it’s more suited for what I’m going to school for, but I loved being a receptionist! The other receptionists are so warm and welcoming, and the management treated me like family. It was nice for me to do my school work (as long as I did my work too), and when things got hard in my personal life they were all there for me. They are very understanding with schedule conflicts and important issues. Definitely would recommend you work here. "
56,"September 27, 2021",5,"Good product, people, customer base, company, co-workers Enjoyed working with this orgination. They appear to want to do good buy there customers and employees. There reputation in the community appears to be solid. Good customer. Stong customet retention. Employee s have a good attitude. "
57,"September 26, 2021",2,"Stay away If you enjoy spending time with family.....then this is not the place for you. There's overtime but most likely they will tell you the day of, and expect you to stay with no regards to if you have kids or appointments and if you leave you get points. Huge seniority issue, even if you are a hard worker it doesn't matter...no one gets promoted into management, they encourage you to move outta state to their other locations for positions like those oh and training sucks.There way of training needs a huge remodel because they are obviously stuck wayyy back in time. Again this is for Toyota production warehouse not Toyota dealerships. They only good thing about working here is pay and benefits.Do people even buy Toyota's anymore? After working here I no I wouldn't."
58,"September 26, 2021",1,I felt very beat down most days . My immediate supervisor didn’t want to take the time and energy to train me. One of the owners was very cold and unfriendly. The sales & service people were awesome though. 
59,"September 24, 2021",1,"The pay does not equates with the job task  Most of the daily tasks were difficult to complete, and it is a fast pace assembly line work; it makes it very easy to make a mistake with the part selection. The weekly pay should be more."
60,"September 22, 2021",5,No flexibility It’s an ok job if you don’t want to have a life or if you consider work life. Benefits are great but if you have a family it’s a deal struggle. To make matters worse they don’t care that you have a family they just want to make money.
61,"September 22, 2021",2,Good job at the beginning but it’s like working a dead end job  The work itself isn’t hard whatsoever but management is horrible and very very immature and petty. The union isn’t very helpful benefits aren’t all that great either. 
62,"September 22, 2021",5,Great opportunity for people who want to work. If your a desk jockey this is not the place for you. Diversity in the work place. Great training and flexible hours. Your patience will pay off when its time to move up the ladder.
63,"November 17, 2020",5,Awesome workplace  I enjoy my job at Toyota. It is a great opportunity to work with great people and meet new clients.  You are free to work hard and get your job done I would recommend. 
64,"September 21, 2021",5,There ate non Good place to work I like it alot people are great as well as managing the community any better and for more information on the Home page and how you 4
65,"September 16, 2021",3,No room for growth  Work 6 to 7 days a week.   Management is not transparent.  Only people getting promoted are friends of the AM or group leader.  Don’t care about family work life balance.
66,"September 14, 2021",5,"Good place to work Are you looking for a career that is both physically and mentally demanding, requires you to master multiple skills, and work as part of a close-knit team?Production Team Members are integral to every process, building in quality at every step of the manufacturing process. Standing, lifting, bending, and reaching are part of many tasks. You must also strictly adhere to standardized processes and procedures to ensure the safety of your teammates, the quality of your work, and the timing of production. Production positions require you to work either first or second shift. Daily and weekend overtime vary based on business needs. High demands come with high rewards, including competitive pay and benefits, and the opportunity for promotion to Team Leader, Group Leader, Assistant Manager and beyond."
67,"September 14, 2021",5,Good company Overall great company. Management works well with you. Have the opportunity to make more money with overtime or you can do your 8 hours and go home. It can get very hot but you know this coming into the job so it's expected. 
68,"September 13, 2021",2,"It's an okay job so start with service. Management will be nice at first, but you'll see that they are not organized. Management does micromanage a lot and will expect you to do whatever they ask you without giving you a raise or even show any appreciation. The coworkers made it less stressful."
69,"September 12, 2021",4,Ok Was not what I thought it would be. Maybe if we had better manager and stuff jt would be more smooth s lot if people were messing around on the job for the most part 
70,"September 11, 2021",2,Run If you want to be stuck on 1 process all day after telling them you're hurting or in pain from doing the same movements for 10 hours a day then this is the job for 4 you.  They care more about getting the number than your health.  
71,"September 10, 2021",3,"Great place to work at if you're starting off in sales. Toyota is a great place to work to get your foot into the door of the sales world. However, I would not recommend it for a long time. Management (some) only see you like numbers, and you have a lot of pressure on you. It is a great job if you are young and would like to drive different types of cars, and learn how to build and maintain customer relations."
72,"September 8, 2021",4,"Great benefits but hard job You would think that a company such as Toyota was more advance in their technology, but it’s pretty behind in the times. With their recent upgrades on their app and website, it’s caused more headaches for the customers. Long hold times due to shortage of employees and Toyota’s inability to have certain back of the houses processes more streamlined - make CSRs job, at times, impossible to execute as they are only able to do so much. The benefits of working for toyota are wonderful. Just a really hard job as toyota works out their behind the scenes issues. "
73,"September 4, 2021",2,Ok workload distributed based on engineers working 60 hour weeks; good news is that overtime is paid in addition to base salary!constant travel every week - with expectation to transit all the way to 10pm;
74,"September 2, 2021",4,Good place to work Good place to work. Good benefits. Good security. Alot of overtime at different points of the year. Management could be better but thats a factory for you. 
75,"September 2, 2021",1,Poorly managed and high turnover Poorly managed service department. Always understaffed because they hire unreliable people who call out all the time or quit. Everyday at work is chaos. Salary and commission numbers are not made available to you to verify your being paid correctly. 
76,"August 31, 2021",3,"Never a boring day Work hard and you reap the benefits. I got to be in a commercial once, so that was cool. My boss made me laugh every day and it helped on days when customers were mean. "
77,"August 29, 2021",5,"I love it! I love working here. They are clear about objective that they are trying to reach and gave a purpose to it. Overall, it's a great place to work and I really can't think of anywhere besides here"
78,"August 28, 2021",3,Productive and fun workplace I learned a lot but there wasn't a lot of movement for my position. My manager let me do my own thing but there wasn't a lot of direction. Seemed like you had to know people to move up.
79,"August 27, 2021",4,"Good if you want to hustle  Typical day at work is prospecting, taking walk-ins. Good management depending on with sales manager you get. Very family like environment but a lot of drama and annoying salesman/finance managers. They definitely want you to make the most money you can, so its easy to get burnt out. Hardest part of the job would have to be being the bad guy to customers when you tried so hard to earn their trust. Most enjoyable part of the job would have to be making money while your there or else its a waste of time."
80,"August 26, 2021",3,Decent place to work Average job with average pay. Work life balance could definitely be better. Benefits are decent. Pay is average. Grow in is way too long. Don’t get used to having days off cause they can be taken away at any given time 
81,"August 25, 2021",5,Good work place  Very good work place. Flexible hours and management that will work with you. Very honest company. They take pride in their work and it shows very well. 
82,"August 24, 2021",1,"UnProfessional/Instant gratification Don’t think about this job, if you even want to call it a job. You get no support, no training, no understanding. This place is far from professional, even though the people try to make it out to be. You don’t get any lunch breaks!! If you do eat you have to swallow it whole.Forbid if you get a deal and you trying to eat. You will not eat!!! Deals are push and not put together correctly. Missing key items to help the process move smoothly and the the same time you are getting hammer/ pressure to hurry up,. The sales team is very unprofessional!! Very rude and belittling. No smiles, but Constant badgering. No one on the sales team, mind you, that has been there for 15+ know to operate finance, but will rush you to hurry up so the customer can come back to your office. The upper management are very short and rude with you.The hours are terrible/ridiculous!! They close at 10:00, but will try to close a deal if they walk in 30 mins to 15 til. It take at least an hour to talk to the customer out front to see where they interest might be. By the time a deal is done it’s already 11/12. No family life. Kiss that goodbye. The sales team are only out for their self. I never in my life seen a place so unprofessional, disorganized and rude/ uncaring in my life!!! It’s not worth your sanity.No smiles and no one you can approach with a concern. This !!! 8-10 are insane hour to work 7 days a week. You ask a question from upper management and it seems like they ALWAYS want to be belligerent. "
83,"August 23, 2021",1,Terrible management  The management is rude no respect for anyone and terrible people to work with. Not worth the 12 an hour rate. The lead receptionist has a lot of issues 
84,"November 17, 2020",5,Awesome workplace  I enjoy my job at Toyota. It is a great opportunity to work with great people and meet new clients.  You are free to work hard and get your job done I would recommend. 
85,"September 21, 2021",5,There ate non Good place to work I like it alot people are great as well as managing the community any better and for more information on the Home page and how you 4
86,"September 16, 2021",3,No room for growth  Work 6 to 7 days a week.   Management is not transparent.  Only people getting promoted are friends of the AM or group leader.  Don’t care about family work life balance.
87,"September 14, 2021",5,"Good place to work Are you looking for a career that is both physically and mentally demanding, requires you to master multiple skills, and work as part of a close-knit team?Production Team Members are integral to every process, building in quality at every step of the manufacturing process. Standing, lifting, bending, and reaching are part of many tasks. You must also strictly adhere to standardized processes and procedures to ensure the safety of your teammates, the quality of your work, and the timing of production. Production positions require you to work either first or second shift. Daily and weekend overtime vary based on business needs. High demands come with high rewards, including competitive pay and benefits, and the opportunity for promotion to Team Leader, Group Leader, Assistant Manager and beyond."
88,"September 14, 2021",5,Good company Overall great company. Management works well with you. Have the opportunity to make more money with overtime or you can do your 8 hours and go home. It can get very hot but you know this coming into the job so it's expected. 
89,"September 13, 2021",2,"It's an okay job so start with service. Management will be nice at first, but you'll see that they are not organized. Management does micromanage a lot and will expect you to do whatever they ask you without giving you a raise or even show any appreciation. The coworkers made it less stressful."
90,"September 12, 2021",4,Ok Was not what I thought it would be. Maybe if we had better manager and stuff jt would be more smooth s lot if people were messing around on the job for the most part 
91,"September 11, 2021",2,Run If you want to be stuck on 1 process all day after telling them you're hurting or in pain from doing the same movements for 10 hours a day then this is the job for 4 you.  They care more about getting the number than your health.  
92,"September 10, 2021",3,"Great place to work at if you're starting off in sales. Toyota is a great place to work to get your foot into the door of the sales world. However, I would not recommend it for a long time. Management (some) only see you like numbers, and you have a lot of pressure on you. It is a great job if you are young and would like to drive different types of cars, and learn how to build and maintain customer relations."
93,"September 8, 2021",4,"Great benefits but hard job You would think that a company such as Toyota was more advance in their technology, but it’s pretty behind in the times. With their recent upgrades on their app and website, it’s caused more headaches for the customers. Long hold times due to shortage of employees and Toyota’s inability to have certain back of the houses processes more streamlined - make CSRs job, at times, impossible to execute as they are only able to do so much. The benefits of working for toyota are wonderful. Just a really hard job as toyota works out their behind the scenes issues. "
94,"September 4, 2021",2,Ok workload distributed based on engineers working 60 hour weeks; good news is that overtime is paid in addition to base salary!constant travel every week - with expectation to transit all the way to 10pm;
95,"September 2, 2021",4,Good place to work Good place to work. Good benefits. Good security. Alot of overtime at different points of the year. Management could be better but thats a factory for you. 
96,"September 2, 2021",1,Poorly managed and high turnover Poorly managed service department. Always understaffed because they hire unreliable people who call out all the time or quit. Everyday at work is chaos. Salary and commission numbers are not made available to you to verify your being paid correctly. 
97,"August 31, 2021",3,"Never a boring day Work hard and you reap the benefits. I got to be in a commercial once, so that was cool. My boss made me laugh every day and it helped on days when customers were mean. "
98,"August 29, 2021",5,"I love it! I love working here. They are clear about objective that they are trying to reach and gave a purpose to it. Overall, it's a great place to work and I really can't think of anywhere besides here"
99,"August 28, 2021",3,Productive and fun workplace I learned a lot but there wasn't a lot of movement for my position. My manager let me do my own thing but there wasn't a lot of direction. Seemed like you had to know people to move up.
100,"August 27, 2021",4,"Good if you want to hustle  Typical day at work is prospecting, taking walk-ins. Good management depending on with sales manager you get. Very family like environment but a lot of drama and annoying salesman/finance managers. They definitely want you to make the most money you can, so its easy to get burnt out. Hardest part of the job would have to be being the bad guy to customers when you tried so hard to earn their trust. Most enjoyable part of the job would have to be making money while your there or else its a waste of time."
101,"August 26, 2021",3,Decent place to work Average job with average pay. Work life balance could definitely be better. Benefits are decent. Pay is average. Grow in is way too long. Don’t get used to having days off cause they can be taken away at any given time 
102,"August 25, 2021",5,Good work place  Very good work place. Flexible hours and management that will work with you. Very honest company. They take pride in their work and it shows very well. 
103,"August 24, 2021",1,"UnProfessional/Instant gratification Don’t think about this job, if you even want to call it a job. You get no support, no training, no understanding. This place is far from professional, even though the people try to make it out to be. You don’t get any lunch breaks!! If you do eat you have to swallow it whole.Forbid if you get a deal and you trying to eat. You will not eat!!! Deals are push and not put together correctly. Missing key items to help the process move smoothly and the the same time you are getting hammer/ pressure to hurry up,. The sales team is very unprofessional!! Very rude and belittling. No smiles, but Constant badgering. No one on the sales team, mind you, that has been there for 15+ know to operate finance, but will rush you to hurry up so the customer can come back to your office. The upper management are very short and rude with you.The hours are terrible/ridiculous!! They close at 10:00, but will try to close a deal if they walk in 30 mins to 15 til. It take at least an hour to talk to the customer out front to see where they interest might be. By the time a deal is done it’s already 11/12. No family life. Kiss that goodbye. The sales team are only out for their self. I never in my life seen a place so unprofessional, disorganized and rude/ uncaring in my life!!! It’s not worth your sanity.No smiles and no one you can approach with a concern. This !!! 8-10 are insane hour to work 7 days a week. You ask a question from upper management and it seems like they ALWAYS want to be belligerent. "
104,"August 23, 2021",1,Terrible management  The management is rude no respect for anyone and terrible people to work with. Not worth the 12 an hour rate. The lead receptionist has a lot of issues 
105,"November 17, 2020",5,Awesome workplace  I enjoy my job at Toyota. It is a great opportunity to work with great people and meet new clients.  You are free to work hard and get your job done I would recommend. 
106,"August 23, 2021",2,Don’t Work Here I would never recommend anyone to work here. They never say what there expectations are of you. Terrible training if you are not a self training kinda person you have no chance. Cashier office is like a soap opera no one gets along. Parts manager acts like your best friend until you go into the HR office and they can you only after being there three weeks and not say a word. 
107,"August 22, 2021",3,"Great learning experience  Ability to learn and experience many levels of automotive industry.  Mainly dealership and wholesale. Learning many different techniques from wholesale to car placing orders,  inventory and computer programming cdk snap tool. As well as Learning to work with other departments and ins and outs of car parts "
108,"August 22, 2021",3,"Clean & safe work enviorment I worked for the sister company for 8 years in Franklin, In. Hard work very physical. But very clean and excellent benefits & paid vacation. Human resources was very poor on doing there job. Wrongfully let go from the point system. There wete atleast six different human resource lady's in those eight years. Climate controlled warehouse. Good team leads. Learned every job there in first two years. A couple messy with the hydraulic oil. The disadvantage of not being able to advance in team lead or any other management positions. "
109,"August 22, 2021",3,"Safe job, but rotations will wear you down Never need to worry about being laid off as long as you show up and dont do anything stupid. Like inappropriate comments or obvious unsafe acts. Pay and benefits are good. Biggest downside is the rotation, you'll feel tired all the time, and your life will feel like it has no routine to follow. "
110,"August 19, 2021",5,Great workplace Great place to work I wouldn't choose any other place else to work at the people are fine and caring and it's a blessing to go there everyday the best part was driving the new cars
111,"August 19, 2021",5,"Fun atmosphere always bettering yourself  I feel like the hands on training we did every morning as well as the product knowledge there is no place like it, that's why everyone there sold a minimum of 8 cars a month due to the training you received every single morning."
112,"August 18, 2021",3,Hours Good job if you don’t like being around anyone else other than coworkers because your mandatory overtime will be there for awhile I hope you have other choices
113,"August 17, 2021",3,Not to bad usual dealership stuff. Not the worst not the best . hours were ok. lack of work sometimes.management and coworkers were friendly and easy to get along with.yo many techs and to little work alor of the time.
114,"August 17, 2021",3,Rewarding but stressful Pay could be great depending on the amount of work you put in. Expect constant stress month in and out due to the fluctuating market. Do whats expected and you will be satisified.
115,"August 17, 2021",1,"Can’t have a life and work balancr Keep away if you can, i was a CRM & i got the worst treatment of all, you work long hours for low pay, drama seeks everywhere you go, full of drama queens."
116,"August 17, 2021",1,Terrible company  They let you know you’re replaceable and don’t care to show it. Management is a joke. There’s no work/life balance at all. Only care about masks not production
117,"August 15, 2021",5,"Good pay Toyota is a good place to work, good pay and benefits. Takes too long for temps to get hired in as permanent though, 3-5 years depending on area. Not a bad place to work. "
118,"August 12, 2021",1,Poor experience  I was treated extremely unfairly after announcing my pregnancy. Management is poor. I was not compensated in any way for hundreds of hours of overtime.
119,"August 12, 2021",5,"Excellent long term benefits, and outstanding pay! One of the best companies on earth!  The work is tough, but the reward is magnificent.  I had some of the greatest work experiences of my life because of the people and our commitment to each other on a professional level. We considered each person down the line to be our customer, and we treated each other accordingly, which benefited each of us, as well as the customers who purchased the cars we built every day.  I have life-long friends from my 25 years at this company, who are as dear to me as my own family. If I were to come out of retirement, it would be to go back and work at this company again."
120,"August 11, 2021",3,Great people and culture  Overall a great place for sales not much room for advancement in other departments . Great Christmas parties and fun co workers . The job itself is stressful 
