,Date,Stars,Review
10, 3 months ago,5,"I bought a 2006 ford focus back in 2006. This car has lasted me until 9/2021. Talks about longevity. It works and runs like a champ. Obviously with anything, it needs maintenance. But otherwise, runs like it will keep going for another 10 years or more. "
11, 3 months ago,5,I currently have a F250 turbo that I did chip and put a tuner on but I absolutely love my black beauty. Gas mileage could be a little bit better but that’s my fault.
12, 3 months ago,5,"I have my second ford Flex, I love it. It has nice space besides the 3rd row leg room. It's a smooth ride and nice features. I love all the sunroofs and buying used is more affordable. I LOVE MY FORD FLEX
"
13,3 months ago,5,"Had my ford fiesta for 4 years. Absolutely love it very reliable, easy to maintain. Starts first time every time and easy manual to read and follow when things need changing"
14, 3 months ago,5,I rented this car to go out of town and loved driving it! It was a smooth ride and great on gas! It was a great car to take on road trips! I definitely will consider buying this line of car. I do recommend it to all who travel a lot!
15, 3 months ago,5,"
I am a 100% Ford gal. I owned a Ford Focus ZX5 for 15 years and I had to finally pack her in. I really miss that car.
I purchased another Ford Focus 3 years ago and I still love my Ford Focus, I love the way it handles and the gas mileage is great.
I will always stand by my Ford!!
"
16, 4 months ago,3,"A decent vehicle that has offered dependability for several years now. Definitely spacious and comfortable ride. The “upgrades” just seem to wear out faster than I’d prefer. Sunroof controls, backup camera, buttons that control temp and radio."
17,4 months ago,1,"Current owner of 2 Ford vehicles. I have a 2019 Ford F150 and a 2016 Ford Edge.  Both vehicles have ran awesome for the last several years we have had them.  We have loved them since the day we got them. 

Well, 1 Day after Powertrain warranty expires on the Edge, the check engine light comes on.  Odd, but we figure we better get it checked out ASAP. Take it into the shop the following day as that is when they could get us in.  Codes P0303 and P0316 pop up for a cylinder 3 misfire. Turns out vehicle needs a TSB 19-2346 performed. For those of you that don't know, that is a whole Long block replacement(Needs a new motor because cylinder 3 burning up coolant) I am frustrated to say the least that ford will not take ownership of the issue, even though they have came out with a full service bulletin for this issue. Keep in mind the vehicle has a perfect service record and only 45,000 miles on it which is well below average. So now I am sitting here with a broke down car that Ford wants me to pay $6,200 to put a new motor in.  This issue has got me thinking about switching completely to another brand because their customer service on this event has been horrible and no understanding from them. Just them telling me I am out of luck.  "
18,5 months ago,5,"I bought my 2019 Ford Fusion brand new back in 2019. I've never been a Ford fan and quite honestly I've always talked crap about ford's but I love this car. I love all the options, the size of the navigation screen etc. I just wish on the SE model that I got it would have had fog lights already installed and that they didn't change the style of them because I think the way they are on this model are ugly. I think Ford made a mistake discontinuing this model."
19, 5 months ago,5,"I own the 2013 ford focus se hatchback. This car has been like a mini station wasgon for me. I get about 29.2 miles per gallon with it. While mine is flew fuel I have not had a chance to use that feature.
I have the leather interior which I love. Ford uses a thick nice leatger that allows a wipe ip the mess and go"
20, 5 months ago,5,"Love my Ford explorer. I also love how easy Ford makes it for me and my family everytime theres a recall or potential problem they send me something to let me know, always very prompt."
21, 5 months ago,5,A great SUV option! I rented one for a few months and absolutely loved it! It’s roomy enough to comfortably fit five but small enough to be easy on gas. The Escape has some fantastic features and feels like I’m riding on a cloud. Love!
22, 6 months ago,5,"So to be honest I didn't like Ford's growing up. But fast forward almost 15 years and having been through a lot of other brands we decided to give Ford's a try. I got an Explorer and my husband got a Mustang.
2021 Explorer- Amazing. Comfortable to drive and comfortable as a passenger. Plenty of room 8n the second row ""Captain's"" seats for my sons Car Seat and long legs. Love the safety features. The only thing I wish it had is a garage door opener (which I thought was standard but apparently not) Overall an amazing safe vehicle!
2021 Mustang GT- Not my husband's dream car but pretty close. He got the 6 speed manual transmission. V8. And he loves it! And for a sports car that too has quite a few safety features that you wouldn't expect."
23, 6 months ago,5,"I bought a used 2007 version off Facebook Marketplace and I love it! Gets good gas mileage, easy to keep maintained."
24, 7 months ago,3,"This make of car has nothing but problems. If not for the warrantee I purchased I would have spent over 100,000 in repairs. I do not recommend this product. It’s overpriced and limited in options."
25, 7 months ago,4,"My family have owned several vehicles from Ford Motor Company.  My 6-speed 2017 Mustang GT was my favorite, but had a major engine issue shortly after driving brand new off the lot that required a complete engine rebuild.  Luckily Ford’s customer service was amazing and the car had no other issues since.  It drove amazing and I always received compliments on the design.  I will always be a Ford customer!"
26, 7 months ago,5,Every Ford I have had has been the upmost amazing vehicle compared to others. They thrive on reliable and comfort.
27, 7 months ago,5,Had a 2012 ford Escape... I'm not a Ford girl but I can honestly say this car was the only car out of many that didn't give me any BIG issues very small issues and cost friendly fixes on mine. Had the limited so loved the crome touches the color changing lights inside the ford's is a big hit with the kids. I did test drive the newer Ford before I bought my last suv and I can say it's nice...I mean any new car is nice to drive but it just didn't have it for me. I dont like the new body style it's not my vibe as ALL.
28, 7 months ago,5,Love the sportiness of this car. Drives amazing nice and soft ride. Handling is awesome and even my older model is great on gas. Comfy to ride in the front or rear....but the best seat of course is the drivers. Has many options and a great media screen..back up camera is great..
29, 8 months ago,4,Very nice vehicle and love being higher up off the ground then in a car. For my families needs though it’s just not quite big enough for us. Overall it is spacious for its size and gets great gas mileage.
30, 8 months ago,5,I love my Ford Explorer XLT. I've had it for about 7 months her name is Lucy and it's nice to be able to go to a place like this and enjoy the quite. Then I got this fresh mountain spring water. Its great for your face!!!!
31, 8 months ago,5,I own a 2018 f150 with 50k miles. No issues at all with the truck. It pulls great and gets good gas mileage.
32, 8 months ago,3,Standard newer car. Pain and a half to work on.. replacing the battery is to damn hard. Great mileage..had to take back to dealer for recall work 2ce
33, 8 months ago,5,"Esta camioneta es comodidad al 1000%, asientos super cómodos para que hagas tus viajes con toda la comodidad posible, es amplia por dentro, tiene un sistema muy actualizado para manejar, asientos de buena calidad, para mi es una de las mejores camionetas, la recomiendo al 100%  Ford Escape"
34, 8 months ago,5,"My first SUV and I love it so much, it has a great stereo system and navigation as well which is so nice. It has comfy seats and lots of room in the back plus the rear seats fold down for extra room when needed!"
35, 8 months ago,5,"Ford - we have had our Ford Fiesta since 2015. Brilliant car, service and after sales were good. Can’t fault the car and never had any problems."
36, 8 months ago,4,"I had a car like this about 13 years ago, it is very comfortable and uses very little gas, I like it but for me, it was small."
37, 8 months ago,5,"We have a 2015 Ford Fiesta, build quality is good a few niggles but generally a good car."
38, 8 months ago,5,"I loved my Ford Focus. I had it for 5 years and it was the best car I could have asked for at the time. From trips up and down the east coast, to every day travel to work, this car could handle it all."
39, 9 months ago,4,My mother owned this type of car and had it for many years until she recently purchased a new car.
40, 9 months ago,5,"I love Ford! I’ve owned other brand vehicles but they just don’t compare to Ford quality! The only thing I’d improve is the price, they can be expensive but are definitely worth it in the long ru n. I highly recommend checking them out! Ford is the best! Ford Motor Company"
41, 9 months ago,4,"I was thoroughly surprised by the utility of this vehicle and the space inside. We primarily use this vehicle as a commuter car and to travel in the city. We ALWAYS get a parking space. 

We have also used it for day trips for 2 people. The gas mileage is great!"
42,9 months ago,5,"I owned a Ford Focus for 5 years and it was one of the best cars I have ever had.  Mine was a standard and I never once had any problems with it, the only thing I ever had to do was oil changes!  Had exceptional gas mileage and was fun to drive."
43, 9 months ago,5,"Ford mustang voiture qui arrache le sol, sensation conduite avec beaucoup d’adrenaline"
44, 9 months ago,5,Ford owner for life! We are a Ford family (with exception of my husband’s RAM). Currently have 2 Mustang GT’s and an Edge ST. Love the performance and features. So many vehicles these days look like they have a tablet glued to the dashboard and I love that the touch screens in all of our vehicles are integrated in the dash. Between the 2 of us we have owned 6 other Ford’s previously. We have never had any mechanical issues whatsoever (aside from airbag recalls that were quickly resolved with a trip to the dealer).
45, 9 months ago,4,"fina terminacion, moderno, compacto, de buen gusto, urbano y familiar, tiene todo lo que un aficionado puede pedir"
46,9 months ago,5,"We have a Ford Escape right now and I love it! Possibly more than any of our more luxurious vehicles we have owned. It is so sturdy, trusty, comfortable, and drives so smoothly. I want to own an Escape forever."
47, 9 months ago,3,"Not too big of a fan. It seemed great at first, but the cargo space leaves a lot to be desired and there's not a lot of space to scoot the front seats back without making the rear passengers highly uncomfortable."
48,9 months ago,5,This was my college car. Oh did I love her! For being a budget car it certainly drove as smoothly as many of the nicer cars I’ve driven. I had zero problems with the car throughout ten years of ownership. I mean zero! Nothing broke.
49,9 months ago,3,Drives good and great on gas. It has a lot of leg room in the back and a medium size truck. Great starter vehicle for someone just starting to drive.
50,9 months ago,4,"I really like my 2015 Ford Fusion. It drives smooth and it is a solid car. It gets 25 mpg in town and about 30-35 mpg on the highway/interstate. The only issue I will mention is that there have been numerous recalls on my vehicle since I got it 2 years ago. These recalls are fixed for free, it is just concerning."
51, 9 months ago,5,"Nice, compact, smooth ride, has a sunroof, power everything, it's cute and has Bluetooth and voice activated dash and remote start comfortable but it is small 😉"
52,9 months ago,5,I love my Ford Escape. I’ve had 2 so far and would definitely buy another one. Affordable and big enough for my family.
53, 9 months ago,5,Best car ever! Always dependable and never let me down. Never rusted and the paint never looked dull. I had leather seats and took very good care of them with leather whiles so they always looked brand new!
54, 9 months ago,2,"I had a 2013 Ford Focus brand new and it was nothing but problems from the moment I left the lot. Eventually, I ended up in a car accident and my air bags never even went off... sooo therefore I would not recommend nor do I think I’ll ever buy a Ford again."
55,9 months ago,4,Overall the car is very nice and they drive very well. I personally think it is not very spacious and 3 full grown adult definitely DO NOT fit in the back seat. The trunk on the other hand is surprisingly a very good size.
56, 9 months ago,5,Family friendly! Absolutely love the Ford fusion!! Great gas mileage.  Easy to maintain.  Very easy to maneuver. Highly recommended!!
57, 9 months ago,2,Hated this car. It was too tiny and thought I’d get better gas mileage than I did. I couldn’t wait to get rid of this car.  If I was a kid in highschool it would probably be good. But it’s a Ford and with all fords ive had in the past this one also had transmission issues
58, 9 months ago,4,Very nice and comfortable car. The truck space is awesome and the ride is very smooth
59, 9 months ago,1,"Would not recommend this car to anyone! I had so many issues and constant recalls it was insane. Thankfully all covered under warranty, but it was an inconvenience none the less. It also have a manual engine with an automatic system so you aren’t in charge of shifting so it jumps around on stops and acceleration."
60, 9 months ago,5,Definitely a great car! They are reliable for sure. Only downside is they don’t have great gas mileage but you’ll get that with bigger cars. My moms has lasted her a very long time. I would consider buying one
61, 9 months ago,5,I love my new Ford Escape! I have the panoramic view roof which is really nice on summer night driving in the countryside. The features are great with keyless entry and my vehicle came with an automatic starter. It definitely helps when the temperature is -34 where I live. 
62, 9 months ago,4,"Very smooth ride, very clean great on gas on its so roomie in the front and in the back. Look great in all colors and personalized to fit your attitude and needs. Can be used for travel and local very safe car."
63,9 months ago,4,"Every newer Ford I've driven seems to have a delay between the pedal and the engine. Otherwise was a reliable car, I never had any problems with mine. A pretty heavy car so it was good in the rain. It had plenty of room on the inside.  Overall a good experience."
64,9 months ago,5,"Absolutely love my car! First newer car I have ever owned. Great gas mileage, heated seats, Bluetooth, keyless, heat & air is phenomenal, super spacious front and back seats."
65, 9 months ago,4,"They are ok, I drive them at work I’ve bought those two for my son. It’s a great car."
66, 9 months ago,3,It’s an okay family car. Was not my first choice. Have many issues with car dealership that have turned me off of all Ford cars. Is a good reliable for us at the moment. Roomy. Will keep until I can afford another.
67, 9 months ago,5,"Out of all the vehicles ive owned my expedition is my favorite. Its roomie, good gas mileage and just fun to drive."
68, 9 months ago,5,"I love my Escape! It is comfortable, drives well and has some great perks like heated seats, climate control and other features that some higher end brands have but at an affordable price."
69, 9 months ago,5,"Love the Fusion. Bought it like new, and picked it over the Escape due to the comfort and lumbar support. Love that the wheel base is that of an Explorer, which makes the ride much more smooth."
70, 9 months ago,5,"I absolutely love my escape! This is my third one and I have never been disappointed! Dependable, smooth ride, looks nice, and priced well. Highly recommend!"
71, 9 months ago,5,"La verdad nunca e conducido una de estas camionetas, pero si me gustaría, mi tío tenía una igual a está y dice que es súper cómoda para andar dentro y fuera de la ciudad además si aguanta algo de peso y el modelo es muy lindo 😍 sin duda a mi sí me gusta esta marca de autos"
72, 9 months ago,1,I honestly don’t recommend a Ford Fiesta. I’ve had problems since I got it. It’s just a cheap car to get you from point a to point b.
73, 9 months ago,5,I just purchased my Ford Fusion recently and so far I am loving it. I had a Honda Accord in the past and I loved that too but the Fusion is definitely a nice car with nice features.
74, 9 months ago,5,I have been driving a escape for two years now it’s a great car I have had no problems there was a recall on the locks but the dealership fixed it all up
75, 9 months ago,4,"maravillada hermoso coche listo para usar con quien uno se siente  a gusto, fina terminacion, completa, diseñada para la inquietante ciudad, aun no he recibido espero contar con uno para probar, "
76, 9 months ago,2,"I drive a 2008 Ford fusion. The vehicle is ok. Has had a lot of issues with the interior. The inner door handles broke after a year I first bought the car. Part of the dash board also broke a year after I bought. I have also had many other issues with the struts, and engine. I have always taken care of all my vehicles but this one has for some reason given me the most problem. I do not believe I will be buying a ford again. Have had better luck with my Chevy cavalier which is older than my for fusion."
77, 9 months ago,4,"My car is going on 16 years old now. First car I ever drove! The leather interior has held up great throughout the years. Never had any major issues or repairs. Relatively inexpensive to maintain. Not a huge fan of the CVT but also never had any transmission problems. Overall, I love my 500 SEL"
78, 9 months ago,5,The Ford scape is a nice SUV.  I like them so much.  Very comfortable and spacious.  Great for a family of 4 or 5.
79, 9 months ago,4,Such an awesome family car! I love the drive so smooth. Really good on gas. Which the trunk was a little bit bigger. But overall amazing
80, 9 months ago,5,Beautiful car. It runs great and I haven’t had any issues to date. It’s a 2017 and runs just like the day I got her. Sad that they don’t hold their value at all but it’s a safe car and gets me where I need to go. Oh and the trunk space is great!
81, 9 months ago,3,Not the best inside features.  Okay on gas.  Not a dream car by any means but a good family car.
82, 9 months ago,4,"What originally drew me to this car was it’s very unique and powerful design. The front hood appearance is a great combination of both masculine and feminine energy which I personally like to interpret as #LADYBOSS energy💖🤩🙏🌼 lol. &They had a beautiful shade of dark red which is hard to find in other models. I love this car because it is the first I ever purchased directly off the lot on my own! Yet would I recommend? I would probably not recommend to others on the basis of the large number of recalls I’ve had to take my car into the Ford shop for maintenance for, (it is free) yet slightly inconvenient for those with busy schedules! So far I have had I believe 3 or 4 direct recall notices for my Ford Fusion which makes this model semi problematic for others I would think. I love this car for me, but for others? I would definitely say pass on it and consider a model with less recalls. (:"
83, 9 months ago,4,Para autos para salidas cómodas en parchesitos de amigos es cómodo puede tener capacidad de moverse rapido y tambien es cómodo hay que valorarlo
84, 9 months ago,5,I love Ford's cars trucks and SUVs they might be a little more pricey than the competition but we'll worth it.
85, 9 months ago,5,"Enamorada de este carro, desde el chasis hasta el interior, Woow es práctico a la hora de manejar, te da buenas millas por galón de gasolina, perfecto para viajes largos .."
86, 9 months ago,1,"Because  I  can't  give 0  stars ..  pile  of  shhh..   if  they  would  fix  the  transmission  issue..  I  drove  it  and  had  to  stop  on  the  highway  and  let  the  transmission  cool down!  There  is  "" no fix ""  3  transmissions later ...  the  fuel  mileage  is not bad  other  then  that  STAY  AWAY  don't  waste  your  money ."
87, 9 months ago,3,It was  an  ok  drive.  Not  for  me I found  it  sat  low to the ground  and  dash  was too  big and  I couldn't see  the  hood  too  many blind spots.   Had  lots  of  power  though.  It was  comfortable  to  drive  just  not  something  I  would  purschae
88, 9 months ago,3,The car was great for functionality and purpose. It was nice on the interior and held up well. I liked the Ford connect in the car.
89, 9 months ago,5,I love it! I have had it for about 2 years now and it’s been a very reliable vehicle with minimal issues. I haven’t had many issues at all
90, 9 months ago,3,I think that the car is a really good car! I had the 2011 but I recommend! It can be super cute
91, 9 months ago,5,Love my little car. So enjoy the screen in the console (definite upgrade on my previous car) and so handy that the maps are on the screen. Runs really well. Only issue I’ve had is with the Ecoboost (engine stops when the car stops eg. traffic lights and restarts to take off) that the battery does wear quicker than in a car without the Ecoboost. I’d happily buy another one.
92, 9 months ago,5,The titanium is the way to go!  Such a smooth ride. This car has all the bells and whistles.
93, 9 months ago,5,"I have always driven Ford vehicles and the Fusion is one of the best cars I've even owned. It's feels sporty, but also a family vehicle. Great on gas and the price was good for the value. I would buy another Fusion."
94, 9 months ago,5,"Me encanta ford, 
El estilo, y todo su interior es hermoso.  Además amo el desbloqueo de puertas por clave de Ford ñ. Cuando se te quedan las llaves adentro es perfecto 🤡!!"
95, 9 months ago,3,Good quality car with great gas mileage. Sometime has trouble in the MN winter but still manages to get us around
96, 9 months ago,4,Great car we have the 2019 version with the Ford pass access. It is so nice to have the ability to start the car with our phones and all wheel drive is a must for MN winters
97, 9 months ago,3,My partner had problems with his brand new Ford which was disappointing. Pros are that it's a good looking car but cons for that a lot of the stuff on the inside of the car quit working. It was very expensive so to get a new vehicle that didn't work very good then had problems right off I get to go was disappointing.
98, 9 months ago,4,Another used vehicle I had. It kept me on the road and easy on gas. Not much room in the vehicle though.....
99, 9 months ago,4,"I drove the Ford Focus wagon SE for a while. It was not the most luxurious vehicle but it was reliable, and as they say “built Ford tough”."
100, 9 months ago,4,I own Mercedes but this car had a lot of bells and whistles. What I like about it is the auto dim headlights. I am always turning my brights on and off and with on coming traffic it can be a challenge so the auto feature rocks.  Other than than I don't have much experience with this car other than as a rental.
101, 9 months ago,5,I like it and I love it it’s the reliable the space is big it’s good for a family good for traveling but it’s a bit expensive￼
102, 9 months ago,4,It is good beautiful reliable but it is small for a big family and that’s the only issue I didn’t want to have it ￼
103, 9 months ago,4,"I’ve had my 2019 Ford Escape for a little over two years. For the most part, it’s been a great vehicle. There’s been a few small issues with it (the tailgate is wonky and they can’t seem to get it fitted right). It’s the perfect size for me (I’m 5’2” and petite) but my 6’ tall husband also fits comfortably in it as well. We took it on a 3000 mile road trip not long after buying it and the three of us all fit comfortably along with our luggage."
104, 9 months ago,5,Good car and versatile in different types of weather. Would love to see more space in back although it is clear it is a compact suv. Also had a random battery issue which was covered. Would buy again.
105, 9 months ago,4,"It is a decent car, and has lots of high tech features (I have the 2014 model). It looks just like all of the other mid-size SUVs, which is probably what I would change if I could."
106,9 months ago,4,I love this car! It get great gas mileage and is very spacious. The radio works really good in it but I have had to replace it once before which was kind of a bummer. Over all it’s a great car especially as a starter car.
107, 9 months ago,4,"Smooth ride, great gas mileage. I’ve put on 20,000 miles in a couple years and other than filling the oils I’ve had no major issues with this car."
108, 9 months ago,5,"I love my car, it is spacious, safe, auto, for me they are very important factors since I live in a city that has snow and being stuck because of snow is a nightmare."
109, 9 months ago,5,Had this as a rental and is one of my favorite to rent would love to own my own gas friendly and a snooze drive.
110, 9 months ago,5,This is one of the best cars I have ever owned. During snowstorms it is especially useful to cover icy terrain. It’s also great because it fits a lot of items if you need to move￼
111, 9 months ago,5,Love my ford. It’s got a lot of room for our family and is still sporty. Great dependable vehicle. Ford Fusion
112, 9 months ago,4,"*/Good smaller SUV with plenty of room and can haul quite a bit of cargo.    Pros it has a great turning radius and lots of safety,  con  not really good gas mileage"
113, 9 months ago,5,I love my 2008 ford escape it's been dependable.  Hard on gas but I love it get me to where I'm going donuts all good
114, 9 months ago,5,"I love my Focus RS as a car enthusiast it’s fun, easy to modify and very comfortable. It’s got some real power if you’re a petrol head like me. I adore this car, but as a Ford fan I’m biased. I love it so much"
115, 9 months ago,5,Amazing little run around car. For a small car they are very spacious. Cheap to run and nice and small to park.
116, 10 months ago,4,I like the car but I can not tell you very a lot of them because I am a girl ...it looks very okay
117, 10 months ago,5,We love this truck we have all the bell and whistles. Back up camera is phenomenal quality best we have ever seen. The seat did rip on us so we will have to fix that. But has almost 200k miles on it and no troubles at all engine wise.
118, 10 months ago,3,"I do like my car as it gets mw from one place to another. However, i think they have way too many recalls or something goes wrong with them. The amount of miles that the car usually lasts for before needing a new one is the one thing i would change. I personally would not recommend."
119, 10 months ago,5,"very fun to drive, plenty of room for 4, great on gas , handles well, great audio, no road noise, very comfortable, has a lot of power for a 4 cylinder."
120,10 months ago,3,I had this car as a rental for a road trip.  I wasn't impressed with the interior along with the engine power.  I think they could have done a better job on it.
121, 10 months ago,5,Great price. No problems with this car when I had one. Love maintenance. Smooth riding. Very sporty look.
122, 10 months ago,4,I live in the northeast where snow and ice are unavoidable for 5 months a year. The escape handles it like it’s nothing. Goes through it with ease. Even through 28” of snow.
123, 10 months ago,5,"I drove my friends for focus a couple of years ago. It was a smooth riding car. It had a lot of room in the driver seat. I loved the interior, it is very slick looking. If I buy another car I just might buy a ford focus. I'm thinking a black newer focus would be best."
124, 10 months ago,5,"It is comfortable, easy to drive, good size, It can easy to park anywhere because it not so big and it makes me feel youth. I love my car. I do not have cons"
125, 10 months ago,5,I own a 2018. I love it. Great on gas and has all of the technology I would ever need. Its basic size so any decorations can be any brand. I have decals and magnets on it and it hasn't gotten any damage from them. The tags are cheap and so is insurance. The only downside is that it has a very small trunk.
126,10 months ago,4,"I grew up around ford's as my father's side all has them, you can tow heavy equipment and trailers as well as fit 6 people comfortably. The bed of the truck is the place to be as a kid, getting to ride in the back was the best. I really love the new look of the new models"
127, 10 months ago,4,I use to not care for fords but have to say they are made to last. They can definitely take a beating. Last ford I had looked horrible and probably should not have even ran. I sure if it would have been any other competitors it wouldn't have.
128, 10 months ago,3,"I test drove one of these and there were a lot of features that were cool, but not necessary. You could tell Ford was trying to upsell itself big time. Not saying they were bad features or I didn’t like them, I just found better more useful features elsewhere"
129, 10 months ago,5,"Great stocky small SUV for short women. Drivable on snow road, easy to control, and love the all-black color."
130, 10 months ago,5,Love love love love love love this car great dashboard easy on gas great speakers love the car really nice car 
131,10 months ago,4,My Ford Escape is an older model from 2007. She is an old girl but still gets me to where I need to go! Ford is an awesome vehicle and built tough!
132, 10 months ago,5,"Ford power all the way,  love all Fords pretty dam though and hard to beat . And they so look good with the mustang , broncos yessssss get r done"
133, 10 months ago,5,"I owned a new 2011 Ford Escape (old school body style) and had it for 10 years. I put on over 200,000 miles and barely had to fix anything on it the entire time. I loved it, it just got too small for my needs. I would definitely recommend getting one."
134, 10 months ago,5,I love my Escape. Its lasted forever and its a great car. It rides so smooth.  Ford Escape It holds centennial value to me. It was my uncles and I got it after he passed.
135, 10 months ago,2,"Very compact car, cute and would be ideal for just your A to B drives.  Manual transmission is great but the automatic transmission has a class-action lawsuit due to a double-clutch system burning out transmissions.  Not reliable, do not recommend."
136, 10 months ago,2,"Meant to be a practical and affordable little car, but sadly the automatic transmission comes with a huge fault after the year 2012.  It has a double-clutch system, which most high-end sports cars have, yet unfortunately, the market for a Focus is not of high-end drivers.  Essentially, it is designed to press on the accelerator heavy during first initial forward motion, but when feathered on the gas pedal that causes the double-clutch system to essentially ride out and burn out.  Look into legalities in regards to this vehicle, there is a national lawsuit due to transmission failure. "
137, 10 months ago,5,"Absolutely underrated sedan, based off of the same interior as the Lincoln sedan and handles beautifully.  The hybrid versions are ridiculously impressive and with government rebates on plug in models, the Fusion EV is beyond affordable.  Highly recommend."
138, 10 months ago,3,"Practical little SUV, super easy to maneuver and handle.  Easily fits in small spaces such as parking garages and lots.  Improvement needed with the engine idling and interior components is cheap.  Overall, with safety and gas mileage ratings, in real life gas mileage, the Escape is as bad on fuel as the Ford trucks.  The luxury trim, Titanium, should be offered with a bigger discount."
139, 10 months ago,1,"Just don't like the feel, the handling or really anything else about it. Heard the tires on the road the whole time, just all around did not like!"
140,10 months ago,5,"Sensational An excellent car, meets all my needs, gives no problems, and I am totally satisfied with the brand. The company provides full coverage to its customers, and I was very well attended at the time of purchase, I certainly indicated and will continue to indicate  that mark."
141,10 months ago,5,"An excellent car, meets all my needs, gives no problems, and I am totally satisfied with the brand. The company provides full coverage to its customers, and I was very well attended at the time of purchase, I certainly indicated and will continue to indicate  that mark."
142, 10 months ago,3,I would like the company more if they regulated their service departments at their dealerships. They had our truck for over 2 months for their mistakes. 
143, 10 months ago,5,"Love my escape! 4 wheel drive, turbo, and gps - everything I need. There are also a lot of power/charging outlets throughout the cabin."
144, 10 months ago,5,"Great car, amazing on gas, superb default sound system. I drive this daily on a short commute and weekly to the next town each weekend."
145, 10 months ago,5,"Great vehicle for anyone. Drives very smooth, has great features, big trunk. Nice looking car too!"
146,10 months ago,3,"Pas mal mais en vrai je préfère Renault c’est moins cher et ça va aussi vite mais ça y était pas dans les propositions, mais franchement les model mustangs sont ultra belle et si j’avais l’argent je m’e prendrais une"
147, 10 months ago,5,"Ah, memories.  My mom owned a tiny 2-door hatchback with one of those paint splashes across the side.  I eventually took over payments on it and after I paid it off it made the rounds through the family and eventually back to me.  It was a 1995 model and finally had to retire it in 2011 when the underside started to rust out due to many Ohio winters.  Still ran great"
148,10 months ago,5,"I LOVE my Ford F150!! I don't think I will ever buy any other brand truck again in my life. Cold start? Not a problem for my baby girl. Low gas? My baby girl let's me know way before I have to hit the gas station. I have the leather interior, and it is so comfortable! Its silky smooth, too. Just like when I first got it! It's jet black with silver flake, and looks insanely gorgeous especially on a sunny day. I refuse to park outside over night, my baby deserves the best! Lol. Yeah, I'm a chick btw, a hot one too xo"
149, 10 months ago,5,"Es una suv muy práctica, cómoda y ahorrativo, si tienes una familia grande no es para ti, es un carro cómodo pero a la vez pequeño, si son pocos en tu familia seguro te funcionará, anda super bien ahorra gasolina es fuerte al momento de correrla, me gusta"
150, 10 months ago,5,"Sus carros siempre me han salido muy buenos, el que actualmente tenemos es super cómodo, amplio y familiar, nos permite viajar cómodamente y podemos ir todos en un mismo carro. Esto es algo fantástico"
151, 10 months ago,4,"Mines a 2009, it’s really a hit n miss for me, some days I absolutely love my car and others I can’t stand it! Mine has no power windows or locks so that really sucks. But the real issues these cars tend to have is the loud obnoxious vibrating, which you can only hear/feel when inside the vehicle. Other than that it gets great gas mileage and has been through a lot of casino trip miles and hast disappointed yet"
152, 10 months ago,3,I love my Escape.  I have an older version.  Was very disappointed when they changed the design.
153, 10 months ago,4,I really just loved the new style and shapes they gave to the Ford sedans they drive really smooth and get decent gas mileage
154, 10 months ago,3,"We have these as a state car, the base model, and the center command center is not intuitive to navigate. The seats are also not the most comfortable"
155, 10 months ago,5,The Ford focus is a great car. I've rented this car many times and it's always a reliable brand. Very clean and fuel efficient. Definitely 5 stars
