date,rating,review
"Nov 9, 2021",5.0,Great Loved working therein it was funThere were no cons working there
"Nov 10, 2021",5.0,"Great company Pay is great, lots of free time since I work remotely. My boss is very flexible.Sometimes I feel like I could use some more work"
"Nov 9, 2021",5.0,Job Review Very good environment. Easy job where you don't have to deal with annoying customerThere aren't really any cons to this job. The only downside of it is that you finish early a lot and you don't get as much money
"Nov 23, 2021",4.0,"Great Start Great STart for people that want to learn and start carrierNeeds organization, team is still developingI am not a direct employee"
"Nov 5, 2021",5.0,Like family Family like atmosphere despite being big companyThe bureaucracy can be frustrating but is improving
"Nov 23, 2021",3.0,"Hard work, decent pay Lots of invehicle timeHands on developmentInvolved from start to finish of a programSolves everyone's problemsResources continuing to dwindleHigh stress and lots of hours, with a fair amount of rework"
"Nov 8, 2021",5.0,"Positive Environment Friendly, supportive, honest, great sense of communityhours / shifts are long"
"Nov 22, 2021",4.0,bureaucracy Management is doing the best it can to focus on reducing bureaucracy and complexity within the company to drive faster decisionsThe work to accomplish this is slow
"Nov 20, 2021",4.0,"Work life balance Work life balance is the best part of the job depending on your team. Pay is ok but not great for metro Detroit nontraveler nonsales.Lack of upward mobility, no equity/RSU, small volatile bonus."
"Nov 20, 2021",4.0,". Relaxed culture and good benefits, lots of vacationHard to switch departments, salary"
"Nov 18, 2021",2.0,"Chicago Assembly Pay is good.Learning opportunities are vastFar too much nepotism, cliquish behavior, and vindictiveness. Make the wrong senior manager mad, you could be out on your ear. Earning a living shouldn’t require one to accept abuse. It’s a very abusive environment"
"Nov 4, 2021",5.0,"Great work-life balance, benefit Great worklife balance, benefit and competitive compensationThe promotion is slow in general and the raise is barely <10%"
"Nov 19, 2021",4.0,Excellent company Excellent working environment. Strong union.Shift work is hard on families.
"Nov 4, 2021",5.0,Good The experience is similar to a university lab.there are no cons for this position
"Nov 18, 2021",4.0,Good job Pay is good for in houseHours are high for in house
"Nov 3, 2021",5.0,Research Security and retirement benefits. PayHave to work a lot of hours
"Nov 3, 2021",5.0,Years at Ford Ford is a great forward thinking company. It's vehicle products are the state of art. It's marketing is excellent. It's supoort of it's franchise dealers is great. It's finance company FMCC is very strong.I have no negative comments
"Nov 17, 2021",4.0,"Great Pay, Great Benefits Great payGreat benefits Union supportSome jobs can be difficult to perform Repetitiveness management making their own rules"
"Nov 17, 2021",4.0,Great place to work Stability and easy to workVery poor growth and not much career advancement prospects
"Nov 17, 2021",3.0,"Good work life balance, Horrible Immigration Dept.  work life balance decent pay rewards efficiency and creativity no growth immigration dept is incompetent,  impacted my life tremendously in a bad way bureaucractic decision making process.   The top brass thinks culture is changing but it doesn't in grassroot level"
"Nov 17, 2021",3.0,"Poor benefits Minimal choices for benefits, two HSA PLANSOnly the ability for 2 non full coverage health plans"
"Nov 17, 2021",3.0,Mostly Good PayBenefitsFlexible work schedulesGood program for new graduates who are hungry to learnParalysis by AnalysisAntiquated mgmt.Technical divide
"Nov 17, 2021",3.0,Good training ground Lots of experience in big projectsBig companies can make stupid decisions
"Nov 1, 2021",5.0,"Good job Pays well, people are niceStarting to make one person do what 3 used to"
"Nov 2, 2021",5.0,Recommend to Join I could see good growth and work environment is good.No RSUs to expect until higher level
"Nov 17, 2021",2.0,No work life balance A lot of opportunities for movementFord still lives in that “suck it up” plant life mentality where they don’t allow for great work life balance.
"Oct 31, 2021",5.0,Great place to work with great people Family workplace Flexible work styleHard to make change on promotion
"Nov 15, 2021",4.0,"Scale and Complexity in your role Lots of opportunities at the companyAbility to move into other roles, advance, grow and learnSize and scale can be impersonal and bureaucratic Talks about DEI, but the measurements of progress are lacking"
"Oct 28, 2021",5.0,"N/A 3 day weekend, paid holidaysphysically strenuous work, no A/C"
"Nov 14, 2021",3.0,"Heavy workload Engineering problems are difficult and interesting. You can learn a lot! You can contribute towards product development making great products.High pressure to resolve issues quickly. High pressure to work non stop. If you work overtime, it must be preapproved which rarely happens, since issue found are not planned."
"Oct 30, 2021",5.0,"Good place Respectful culture, and everyone willing to helpAs with any large company there are many layers"
"Oct 28, 2021",5.0,Great Company salary and benefits are gooddealing with beaurocracy somtimes; changing groups
"Oct 27, 2021",5.0,Good place Good pay and benefits. Good environment.Long hours……. But that’s good for the paycheck
"Nov 10, 2021",4.0,Great Starting Job Can move vertically and horizontally very easily.Rotational program to learn what you like to do.Dearborn is close to Detroit but not in Detroit.
"Nov 10, 2021",3.0,"work experience relaxed work environment , your own desknot very accommodating to people with disabilities"
"Oct 26, 2021",5.0,Excellent Future vision is exceptional and realisticLarge company can be Challenging to navigate
"Nov 10, 2021",2.0,Too Political Good people for the most partOnly address people who are connected to someone at Corporate level. They promote too many people that don't deserve it nor have earned it. HR systems are outdated and embarrassing as a HR professional to even use.Just keep your head down.
"Oct 23, 2021",5.0,Good company Kept us working during the pandemicWorking with the UAW is challenging
"Oct 23, 2021",5.0,Good place A lot of overtime good moneyLong hours working around oil
"Oct 22, 2021",5.0,Great place to work it was great to work hereno cons of working here
"Nov 4, 2021",3.0,"Best Automotive Company to Work For Good Work/Life balance, kind people, good pay for the areaLots of legacy code and technology, lots of bureaucracy"
"Oct 19, 2021",5.0,Great company to work for. Great management and hours. Great staff overall.I have no cons to report.
"Oct 20, 2021",5.0,Cool Cool cool cool cool coolNone none none none none
"Nov 3, 2021",4.0,Great Products Beautiful and fun vehicles to use and driveToo much bureaucracy for employees
"Nov 3, 2021",3.0,Meh Work Life Balance is amazingCoworkers leaving left and right for 30%+ salary increases. Asked about a raise and was told not an option
"Nov 3, 2021",3.0,"Ford Well, it is Ford Motor CompanyLarge company with lots of bureaucracy in some areas"
"Oct 19, 2021",5.0,Research engineer- computer vision and machine learning Great workplace and lot of learningSlow work pace as the projects are mostly longterm goals
"Oct 18, 2021",5.0,Great place Everything with the team is amazingHours are rough but very doable
"Oct 31, 2021",4.0,Good company Good company to work forMight be too traditional for young kids
"Nov 1, 2021",4.0,"A Place to Have a Career Interesting work and good people.Long hours, bureaucracy, a lot of butt covering through ""group decisions""."
"Oct 15, 2021",5.0,Great work/life balance *work from home*great benefits*supportive management*yearly bonus could be better
"Oct 29, 2021",4.0,Mixed feelings Great group of people with a good company.Too much uncertainty about your position from year to year.
"Oct 30, 2021",4.0,Good place to work Good work life balance hereEveryone coasts not pushing the line
"Oct 28, 2021",3.0,"Really depends on which team you are . I’ve been with Ford here and there, knows a lot of people too. Some team leaders make covert to full time impossible using company policy as excuses, while I’m lucky enough with a team that values me, tries really hard to bring me on board and fight to give me the best salary and total packages. I have friends eventually left and went to those big techs such as Amazon. Great team, great leaders, salary isn’t that much different than west coast big tech or unicorns, but we don’t have the stock options so in 35 years friends and in west coast are more likely to become a millionaire haha. (I’ve seen too many examples already)HR is horrible, they make it impossible to negotiate salaries, by gearing up with multiple people, departments and kick balls all over the place."
"Oct 14, 2021",5.0,Good hob Good pay and good benefitsBad hours no family time
"Oct 29, 2021",3.0,ok pay is ok and there should be a raiseno room for development although there can be
"Oct 13, 2021",5.0,Great Ford provides a very friendly workplace to work atI didn't find any cons
"Oct 14, 2021",5.0,"Good benefits Benefits, time off, work life balancePay, professional opportunities, reporting structure"
"Oct 27, 2021",3.0,Good Car lease benefit for supervisorsStock price is very dormant
"Oct 28, 2021",3.0,Apprenticeships Provides a variety of opportunities and pays for advancement to level up in your field as well as othersYou may get comfortable with your job or your job could be putting you in pain if you don’t have a specialty position
"Oct 12, 2021",5.0,"Satisfied employee Family oriented, open door policy. Very diversified Annual raises.No room for advancement. Management not open minded. Not problem solvers."
"Oct 26, 2021",4.0,good experience loved the company. very pleasant people to work with.wish management would check in on its employees a little more especially when there's a worker between you and the big boss.
"Oct 27, 2021",4.0,Great Place to Work with some the best individual I have met. Great Work Life BalanceGreat PayMany position to apply for career growth.Horrible experience with Manager. When reported to HR no action was taken. Manager also has the ability to block your transition to another position due to business cases.
"Oct 27, 2021",4.0,Great place to work and learn stuff good learnings opportunity to work on different stuffH1Bs dont get full time. They have to work with purchase service all the time.
"Oct 12, 2021",5.0,Senior Electrical Engineer Great work and life balanceToo slow to make changes
"Oct 26, 2021",4.0,"Communication involvement, communication, stability, professional, encouragingcommunity, organization, employees, managers, demand"
"Oct 26, 2021",3.0,"Not bad not great Autonomy, flexibility, interpersonal relationship building, benefitsBureaucracy, no set career path, burnout, inconsistent management"
"Oct 24, 2021",4.0,Overall good company Constant product knowledge updates and training to stay informedBenefits get less every year
"Oct 8, 2021",5.0,"Great Company Good integrity, work life balance, ability to grow.No downsides to speak of"
"Oct 8, 2021",5.0,"Great Company Terrific Atmosphere with great payI could not think of a single one at the moment, unless you like the environment"
"Oct 7, 2021",5.0,FCG 2nd year rotation Love seeing different parts of the companyOnce you get used to the team you rotate off
"Oct 6, 2021",5.0,Great Really great and lots ofNo cons I can think of
"Oct 20, 2021",4.0,One Ford Appears To Have Found Their Focus Great Leaders are presentlyin placeHaving Issues getting rid of the Patriarchy
"Oct 19, 2021",3.0,"Eh Decent opportunity once you’re no longer a tempPoor management, respect, employees, morale"
"Oct 20, 2021",3.0,"Ok interesting industry, lots to doWay to much bureaucracy in a large company"
"Oct 5, 2021",5.0,Good company There are competitive benefits and salaryLeadership direction changes pretty often
"Oct 5, 2021",5.0,"Amazing People The People at Ford are helpful, friendly and work as a Team.Too Many people to meet"
"Oct 18, 2021",4.0,"Good team Cooperative enviroments, good health insuranceCan be unorganized, poor pay compared to competitors"
"Oct 19, 2021",4.0,Ford Great structure in the company.Large company means you get lost in red tape at times.
"Oct 18, 2021",3.0,"Decent wage Good hourly wage and health benefits, higher education is not required.Extremely hot in the summer months."
"Oct 1, 2021",5.0,Good Company I really enjoyed my time at Ford they treated me very well and I learned a lot from my first job out of college. Extremely progressive benefits with family leave.I didn't like that they didn't consider my contract time in hiring me fulltime. I started with a little less seniority than I should have
"Oct 2, 2021",5.0,very good place a very good place to work and raise qualificationstoo much extra afterhours work
"Oct 16, 2021",4.0,Review There are a lot of great people willing to help you if you ask.The work environment can set you up for successGreat resources for learning and improving yourselfA lot of company politicsRed tape and not as flexible
"Oct 16, 2021",3.0,veh development solid company good benefits and vhelimited exposure for future promotion
"Sep 30, 2021",5.0,Solid Employer Great culture and helpful peopleThe onboarding process takes a long time.
"Oct 14, 2021",4.0,Good for Manufacturing Low conflict union relationshipPay and benefits are goodFocus on safetyTypical manufacturing schedule fluctuationsRotating ShiftsHourly employees can be entitled and whiny
"Oct 14, 2021",4.0,Retired The pay was really good.Some of the people sucked.
"Oct 14, 2021",4.0,Good Company Some agency over which rotations you chooseNot all rotations are technical in nature
"Sep 28, 2021",5.0,"Great pay Flexible schedule, great pay, great benefitsNo room for promotion unless you have been there more than five years"
"Oct 13, 2021",4.0,Good People nice to work with.money bad doesnt pay well
"Oct 13, 2021",3.0,Good Great hours good pay and cool coworkersThe long standing was hurting my back and the management lacked politeness
"Sep 28, 2021",5.0,Engineering Product Development People are very nice and you get to work on real projectsCommunication can sometimes be lacking
"Sep 28, 2021",5.0,Great Place to Work Opportunity to work with and learn from some of the best engineers in the world. Great people to work with.Quite a bit of management politics to deal with.
"Sep 28, 2021",5.0,Very good Best environment to work here.Nothing I found during my tenure
"Sep 28, 2021",5.0,People are nice People here are very nice and supportivesometimes hard to move process fast
"Oct 11, 2021",4.0,FCG Decent work life balance. Comfortable/ flexibleBig company with a lot of confusion
"Oct 12, 2021",4.0,Good Solid base salary. Make your own schedule.Slow progression. Have to be willing to relocate
"Oct 12, 2021",4.0,"Good company Great if you like cars, good work lifeThick bureaucracy, promote only women and minorities to meet heavy quotas"
"Oct 12, 2021",2.0,Process coach Ford usually pays their mangers well.You will work until you cannot.
"Sep 27, 2021",5.0,"Ford v Ferrari was accurate! Amazing worklife balance, and awesome test trip locations.Alot of folks are slackers at this company. Therefore if you're a nice guy and cant set boundaries, you will end up with the 1% of employees putting in more than 80 hrs a week.Hard to climb the ladder at this company. Also unless you're coming in with a Ph.D., you will not be innovating or engaging in any creative processes.I am not disgruntled, I am just telling you what I noticed (after all I was there for 5 years. Could have left anytime if it was absolutely terrible)."
"Oct 11, 2021",4.0,Saleswoman A job that allows you to grow and make moneyThe hours are hectic and the leads are minimum
"Oct 10, 2021",4.0,Nice place People are great to be around.The lunch served on Fridays could be better.
"Oct 8, 2021",4.0,Fmc A good environment to learn professional skills.There are too many mangers.
"Sep 24, 2021",5.0,Brand New World Team is growing rapidly and technology is constantly changing.New territory. Always need to pave the way and find own path.
"Oct 8, 2021",4.0,Pretty solid career Great benefits and great payLong hours on your feet.
"Oct 8, 2021",3.0,not horrible benefits Health insurance is decenttime required to get full pay 8 yrs
"Oct 7, 2021",4.0,"Intern review G rear atmosphere, learned a lotLots of men, had to reach out a lot to be given work"
"Oct 8, 2021",2.0,"morally bankrupt salary and benefits while workingPoor culture that rewards politics and ""wokeness"". Performance is secondary. Bill Ford talks a good game but in reality it is a mean spirited company."
"Oct 7, 2021",3.0,a good pay and hours people somewhat niceno training. not a very well organized
"Sep 22, 2021",5.0,Excellent Great place to work! Excellent benefits as well.Sometimes the work life balance can be a challenge. But very manageable.
"Sep 22, 2021",5.0,Great Company Great company to work for and grow.I don’t have anything bad to say.
"Oct 6, 2021",4.0,good good health insurance and dentalhectic and sometimes very quick paced
"Oct 6, 2021",4.0,"Good if you work in the newer stuff Cool tech involving cars rapidly growing so lots of interesting stuff to get involved with.Old big company, like the head line says if you work on one of the older teams can be slow and boring, Also comp for devs could be better"
"Oct 6, 2021",3.0,"Boring and bureaucratic Job security, people are chillJob was very boring, no engineering"
"Oct 6, 2021",2.0,What is work-life balance worth to you? You work for a livable wage. You will be able to afford to take care of your needs. There are good health care benefits.You will spend a lot of time away from your family and missing out on special events of importance.
"Oct 5, 2021",3.0,Good company for stability Working in the automotive field is definitely interesting.A lot really depends on your Supervisor and Manager
"Sep 19, 2021",5.0,Good job Good hours and good peopleThere were no cons man
"Oct 3, 2021",4.0,Play with cars They actually pay us to play with cars all dayThe hours are crazy for sure
"Oct 5, 2021",2.0,Terrible work life balance The pay is good and minimal physical laborNo work life balance. 12 hour days are commonly expected. Time off is rarely approved
"Sep 19, 2021",5.0,Great place to work Good employee benefitsGood learning environmentNothing that I think of
"Sep 16, 2021",5.0,"Good place to work Workplace is really great, good growth opportunitiesBureaucracy can slow down decisions"
"Sep 17, 2021",5.0,Good Good company to work forNothing much. All good things.
"Sep 17, 2021",5.0,Best Place to work Very friendly environmentHigh professional projectsLocation is not good enough
"Oct 1, 2021",4.0,Ford Stable company with good benefitsBureaucratic company. Takes too long to make big changes.
"Oct 1, 2021",3.0,So So Benefits are acceptable and work/life balance.Cutting heads is the first go to when times get tough.
"Oct 1, 2021",3.0,"Nice people Good salary and benefits and flexible schedules are available.Unfortunately, the mantra of People First is not what I witnessed."
"Sep 15, 2021",5.0,asd I love this place its so goodSometimes its good others its bad
"Sep 30, 2021",2.0,"Trusting but questioning It's really hard to tell. Good talk. Need to see resultsthe culture is horrible. Long hours, zero recognition, average pay."
"Sep 14, 2021",5.0,Great Great company to work forNothing bad to say about company
"Sep 29, 2021",4.0,Great Perks & Benefits Free insurance Profit sharing Tuition reimbursementBad Management Lack of communication
"Sep 29, 2021",4.0,"Covid unfairness Great benefits, bonuses, and consistantManagement are awful, Long hours, Heavy lifting Constantly doing the same thing everyday"
"Sep 29, 2021",4.0,"sales advisor it's all a numbers game . the more people you talk to the more sales you will get.long hours , no schedule flexibility"
"Sep 29, 2021",4.0,"good and bad Very process driver, lots of toolslots of heirarchy, not flat enough"
"Sep 29, 2021",4.0,"Good company culture Relaxed environment, Fun problems, Friendly coworkersCompensation can be lacking, no shares/optionsBuild environment is sporadic and documentation is not a major focus"
"Sep 30, 2021",2.0,Dont do it Summer blitz Pay and working from homeHighly unorganized. Too much work for salary
"Sep 14, 2021",5.0,"Overall Company Review Great Culture, Teams, Products and FutureLocated in snowy Detroit, Michigan"
"Sep 28, 2021",4.0,"Data Scientist Good work culture, and work life balanceGrowth is comparatively slow in terms of promotion"
"Sep 28, 2021",4.0,Nice Benefits like health and dentalLack of inventory in this climate
"Sep 27, 2021",3.0,Operations Analyst Very familyfriendly environment and good for new graduatesA very bureaucratic environment despite being in SV
"Sep 27, 2021",3.0,"decent company great trucks, great people who work harddoes not abide by the no tolerance policy"
"Sep 12, 2021",5.0,"Good Job Great people, good work life balanceHard to move up if you don’t meet the current metrics"
"Sep 12, 2021",5.0,Productive Climate Great training program. Good communication between management and sales.None I experienced. Work life balance was challenging at times.
"Sep 26, 2021",3.0,Very Engaging and physically challenging Role Very nice plants and people to work withIf you don't like walking a lot. This job is not for you
"Sep 24, 2021",3.0,Ford review SalaryAdvancement if willing to relocateBenefits are decliningFemale managers tend to be tougher on female subordinatesNo flexibility prior to Covid; judged by number of hours they see you in the office & no ability to work from home regardless of the tasks of jobFavoritism exists in some depts/div; Union has too much influence over welfare of company
"Sep 9, 2021",5.0,good people good people to work withnot much to not like
"Sep 10, 2021",5.0,great company always taking care of the customersDoes not care about you as an employee when overworked
"Sep 10, 2021",5.0,"Great company Ford de Mexico is a great place to work because the company shows a culture of care for its employees, it also encourage managers to develop professional development plans for employees. Working at Ford means most of the time you will have a good balance between work and personal life, the company is felxible with employees need.Many old fashion ways in management that are starting to change now."
"Sep 24, 2021",4.0,3+ years review Exposure to many cool projects....Level of bureaucracy could be really high.
"Sep 24, 2021",3.0,Manufacturing Good pay and benefits. Opportnities.Large company and work can get monotonous.
"Sep 23, 2021",4.0,Good experience Organized structured good strong futurePolitics growth limit ignoring need trainings
"Sep 23, 2021",4.0,Working towards future Putting effort into developing a vehicle for the future that people want to buyStill working past the ways that things have been done
"Sep 23, 2021",4.0,Hard work but worth it Very good pay and benefitsVery demanding and hard work
"Sep 23, 2021",3.0,"Is Grass Greener? Hours, Benefits, Travel time to and FromI worked here most of my adult life and although I may have concerns I am not sure if these concerns were common practice or not on the other side of the fence. (other companies) thus I would not be fair to list my thoughts!"
"Sep 23, 2021",3.0,VERY competitive Being on the forefront of technology was fantastic  everyone wanted to come up with something newSenior Research Engineers followed in the same footsteps as Mr. Ford (and required junior engineers to hand over ideas)
"Sep 8, 2021",5.0,great place to work Excellent place to work forNone at this time to report
"Sep 8, 2021",5.0,"Great Experience Loved the community, overall internship experience, and networking opportunitiesDifficult to work from home as an intern  the learning experience is limited"
"Sep 21, 2021",4.0,Intense job Intense work but good payNo stability always change. Your body will take a beat down!
"Sep 7, 2021",5.0,"Java Developer High end technologies, Full stack developmentdetroit, location is in MI"
"Sep 7, 2021",5.0,MS&S Intern Great Company to work for in long run!None to ne discussed because they were great
"Sep 21, 2021",2.0,"Decent job if you want to work your life away. Decent PayGood benefitsAmazing unionSupportive coworkersEmployee benefits for vehiclesTerrible managementC shiftJust another number for a companyAssembly line work doing the same thing over and overInsanely dirty building, cleaning crew does not do its job."
"Sep 20, 2021",3.0,Great PLace to work Fun growth opportunities and coworkers are goodunflexible hours and scheudle on holidays
"Sep 21, 2021",2.0,Review Pay is good every weekFeels like your back in High School
"Sep 18, 2021",3.0,"Pay not competitive, but otherwise ok Work life balance is good in most teams. Diversity, Equality, Inclusion, with nice coworkers.IT compensation is not competitive, and falls short to competitors in town, and in general in the industry."
"Sep 3, 2021",5.0,"Great Company to work for Great People, Great Environment, Great BenefitsA bit of bureaucracy slowing things down"
"Sep 4, 2021",5.0,"Good Awesome Cars, and great customer serviceSometimes cars break down, but we can fix them."
"Sep 4, 2021",5.0,"Great people great company Hundred year old family businessHuge company, can get lost"
"Sep 17, 2021",3.0,"Normal Good work/life balance, pace is slowNot good for ambitious people. Nearly no reward for hard working."
"Sep 17, 2021",3.0,"Pros/Cons A lot of different functional areas to explore, it's a big companySometimes it feels like I'm being pigeonholed into a role."
"Sep 16, 2021",4.0,Ford PDC Review Lots of opportunities to try different groups and job roles if desiredRecently lots of reorganizations which causes flux in ongoing projects
"Sep 16, 2021",4.0,"Starting Mechanical Engineer in Product Development  Many opportunities to learn skills or change positions; there is a masters degree program that is partially funded Good pay and benefits; Frequent performance reviews with regular pay increases Understanding of work life balance; flexible to your career or personal goals Work with knowledgeable and motivated people Get to work on interesting projects that provide adequate challenges You can get access to leading edge software and equipment; Company supports applied skills such as CAD or CAE Detroit... ; Suburbs are actually nice, just don't get your hopes up for city living  Poor onboarding structure; First year is trial by fire; IT can be slow and confusing and there are many pitfalls and barriers to obtaining equipment and access; There are no good onboarding events; I never got a free tshirt :( Out of date dress code; I'd rather be comfortable than pretentious Some workspaces need an overhaul; I worked in a cube farm but some teams work in modern openplan offices which are much nicer... It's just not consistent"
"Sep 15, 2021",4.0,"Great People The sense of community with your work group is great. The people are fantastic, smart, and dedicated.Workload and stress can be a negative factor but programs have been put in place to give people tools to deal with it."
"Aug 29, 2021",5.0,Amazing place to work. Amazing benefits. Great work culture.No Cons as of now.
"Aug 29, 2021",5.0,"Currently hiring to many temps when full time is needed UAW, benefits, pay, job securityCurrently the company is having its way with hiring ""Tempory"" fulltime to fill positions because they can pay extremely low wages, roughly half of a topscale fulltime employee makes, and still expect do preform the same jobs. They can abuse this part of the poorly negotiated UAWFord contract for up to 2 years."
"Aug 30, 2021",5.0,Fantastic Experience in the dyno calibration world I've enjoyed the work culture and flexibility offered by the company with regards to benefits and work/life balance.Facilities and equipment are well used to say the least. Lots of emphasis on going to contract employees to run the dyno lab to cut costs. Creates lots of turn over and few experienced operators.
"Oct 5, 2021",1.0,no Really does not have anyTo much to mention all of them
"Sep 13, 2021",3.0,Long Hours. Good Pay. Good PayLots of OT3 days offMandatory OTStrenuous WorkTwo Years of Temporary Status
"Sep 11, 2021",4.0,Summer 2021 Product Development Internship Lots of opportunity to network and learn from other skill teamsVery cohesive and teamlike environmentMy role was less technical work than originally expected
"Sep 12, 2021",4.0,"Clean, well-run, diverse, union shop.  Growing Pay and benefits are good. Safe union shop. business is picking up which allows for movement. Union protectionsometimes can feel like a number as its a large company with large work groups. Takes awhile to get ample vacation time. High school vibes on the floor."
"Aug 27, 2021",5.0,"Great entry level job Benefits, paid time off and the UAW.The interior of the plant can get extremely hot and humid."
"Aug 27, 2021",5.0,Great Place Its a great place to work. Work life balance.Can't think of any at his time
"Aug 27, 2021",5.0,"HCD - Supervisor Fair salary and positive environment where change is embraced.Some legacy ""old thinking"" still persists but nothing out of the norm for a 100+ year old company."
"Sep 10, 2021",4.0,good good company to work forminor improvements needed for some
"Sep 10, 2021",4.0,Great place Weekly pay was great. Face paceVery strict on time and worked alot of hours
"Sep 10, 2021",3.0,"Not honest about the pay Only pro is Working 85.Working every holiday including Christmas Eve, not honest about the pay expectations through commissions by any means"
"Aug 25, 2021",5.0,"Parts dept Great environment to work at.Not really a con, but busy with wholesale means more money in your commission checks!"
"Sep 9, 2021",4.0,Environment You get to identify well motive teamsEnvironment could be better if we all participate
"Sep 9, 2021",2.0,"Good people, terrible culture interesting work, in general good people to work withculture, especially people policies and in Finance are terrible"
"Sep 9, 2021",3.0,"Hot Competitive pay, set schedule, bonusesHeat, union vs company, mandatory overtime given the week before"
"Aug 25, 2021",5.0,Great opportunities to grow Most of the people leaders care about the employees growth in their team and the company. They train us to take additional and bigger roles and gives us opportunities to grow. This helps employees with higher goals achieve them.Best worklife balance that I have had so far.Middle management is kind of stale and doesn't always be helpful in the cause. But things are changing as more youngsters are taking up management roles and bringing lots of new ideas to the platform.
"Sep 9, 2021",2.0,"Pay/Benefits Don't Outweigh Life at Ford Great BenefitsWeekly Pay Pay Raises with TenureInsanely Repetitive Noncompassionate Management Management treats line workers like robots, not people Corrupt Union Structure More about who you know than what Temporary hirein process is inconsistent and misleading Nonequal rights for temporary fulltime employees that do the same jobs as fulltime employees sometimes more jobs and always the more complex jobs Employee team leaders can be completely unqualified for leadership Everything is based off of time and tenure versus competenceFord retains incompetent and disruptive employees with criminal backgrounds as long as they are ""hiredin"" tenured employees"
"Sep 7, 2021",3.0,Ford automotive Big company with a lot of jobsFlate rate is not worth it
